seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
12,1,0,0,0,0,0,0,0,2112,58.1807,1.5845,6,0,1.0,1,3,2,1,0,0,0,0,A,B,A,B
12,2,0,0,0,0,0,0,0,2116,57.1386,1.5824,1,0,1.0,1,0,1,0,3,0,0,0,A,B,A,B
12,3,0,0,0,0,0,0,0,2059,57.9343,1.5431,9,0,1.0,1,4,3,2,0,1,0,0,A,B,A,B
12,4,0,0,0,0,0,0,0,2029,56.8265,1.5574,3,0,1.0,1,1,1,1,1,1,0,0,A,B,A,B
12,5,0,0,0,0,0,0,0,2084,57.4956,1.5735,1,0,1.0,1,0,0,1,4,1,0,0,A,B,C,B
12,6,0,0,0,0,0,0,0,2095,58.2812,1.4803,6,0,1.0,1,6,0,0,4,1,0,0,A,C,C,C
12,7,0,0,0,0,0,0,0,2132,57.1696,1.5189,0,0,0,0,0,0,0,4,1,0,0,A,B,C,B
12,8,0,0,0,0,0,0,0,2150,59.647,1.5269,5,0,1.0,1,1,2,2,4,0,0,0,A,B,C,C
12,9,0,0,0,0,0,0,0,2078,58.8194,1.427,4,0,1.0,1,2,1,1,3,1,0,0,A,B,C,C
12,10,0,0,0,0,0,0,0,2060,57.0804,1.5371,4,0,1.0,1,0,3,1,1,1,0,0,A,B,A,B
12,11,0,0,0,0,0,0,0,2047,55.5334,1.5728,3,0,1.0,1,1,1,1,3,1,0,0,A,B,A,B
12,12,0,0,0,0,0,0,0,2054,56.406,1.5432,6,0,1.0,1,2,3,1,3,1,0,0,A,B,A,B
12,13,0,0,0,0,0,0,0,2115,58.5137,1.5299,6,0,1.0,1,2,3,1,3,1,0,0,A,B,A,B
12,14,0,0,0,0,0,0,0,2072,57.0558,1.5821,4,0,1.0,1,1,2,1,3,1,0,0,A,B,A,B
12,15,0,0,0,0,0,0,0,2024,54.7739,1.5632,2,0,1.0,1,1,0,1,4,0,0,0,C,B,A,C
12,16,0,0,0,0,0,0,0,1972,54.412,1.5166,2,0,1.0,1,1,0,1,4,0,0,0,C,B,A,B
12,17,0,0,0,0,0,0,0,2062,55.898,1.5391,2,0,1.0,1,0,1,1,3,1,0,0,A,B,C,B
12,18,0,0,0,0,0,0,1,2003,58.8556,1.4722,12,0,1.0,1,6,2,4,4,0,0,0,A,C,C,B
12,19,0,0,0,0,0,0,0,2032,56.5572,1.5264,4,0,1.0,1,1,2,1,4,0,0,0,A,C,C,B
12,20,0,0,0,0,0,0,0,2006,57.4244,1.5825,8,0,1.0,1,1,3,4,1,1,0,0,A,B,C,B
12,21,0,0,0,0,0,0,0,2053,55.6094,1.5755,2,0,1.0,1,0,0,2,1,1,0,0,A,B,A,B
12,22,0,0,0,0,0,0,1,2078,60.2728,1.5813,11,0,1.0,1,1,2,8,4,0,0,0,A,B,A,B
12,23,0,0,0,0,0,0,0,2067,58.1627,1.581,1,0,1.0,1,0,0,1,4,0,0,0,A,B,A,B
12,24,0,0,0,0,0,0,0,2038,57.21,1.5309,6,0,1.0,1,2,1,3,3,1,0,0,A,B,A,C
12,25,0,0,0,0,0,0,0,2036,57.8115,1.4866,6,0,1.0,1,2,1,3,3,1,0,0,A,B,A,C
