seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
18,1,0,0,0,0,0,0,0,2114,59.5674,1.5838,5,0,1.0,1,1,3,1,0,0,0,0,A,B,A,B
18,2,1,2,0,0,0,0,0,2101,59.2899,1.5839,3,0,1.0,1,1,1,1,0,0,0,0,A,B,A,B
18,3,0,0,0,0,0,0,0,2138,58.1801,1.5848,2,0,1.0,1,2,0,0,3,1,0,0,A,B,A,B
18,4,0,0,0,0,0,0,0,2111,58.0303,1.5722,2,0,1.0,1,0,1,1,3,1,0,0,A,B,A,B
18,5,0,0,0,0,0,0,0,2047,56.3715,1.5736,5,0,1.0,1,1,1,3,4,0,0,0,A,B,A,C
18,6,0,0,0,0,0,0,0,2111,58.6882,1.513,6,0,1.0,1,2,2,2,4,0,0,0,A,B,A,B
18,7,0,0,0,0,0,0,1,2060,58.5043,1.5474,4,0,1.0,1,2,1,1,1,1,0,0,A,B,A,B
18,8,0,0,0,0,0,0,0,2033,56.513,1.5774,1,0,1.0,1,0,0,1,4,1,0,0,C,B,A,B
18,9,0,0,0,0,0,0,0,2031,55.0722,1.2516,0,0,0,0,0,0,0,4,1,0,0,C,B,C,B
18,10,0,0,0,0,0,0,0,2024,55.674,1.569,4,0,1.0,1,1,1,2,4,1,0,0,A,B,A,C
18,11,0,0,0,0,0,0,0,2079,56.9389,1.4618,2,0,1.0,1,0,2,0,4,1,0,0,A,B,A,B
18,12,0,0,1,4,0,0,0,2082,59.2358,1.4888,6,0,1.0,1,2,2,2,4,1,0,0,A,B,A,B
18,13,0,0,0,0,0,0,0,2008,56.1169,1.5353,6,0,1.0,1,2,2,2,4,1,0,0,A,B,A,B
18,14,0,0,0,0,0,0,0,2077,58.7942,1.5726,3,0,1.0,1,2,1,0,4,1,0,0,A,B,A,B
18,15,0,0,0,0,0,0,0,2098,57.6547,1.4655,3,0,1.0,1,2,0,1,4,1,0,0,A,B,A,C
18,16,0,0,0,0,0,0,1,2010,55.4826,1.4496,5,0,1.0,1,1,1,3,4,1,0,0,C,B,A,B
18,17,0,0,0,0,0,0,0,2072,56.323,1.5387,0,0,0,0,0,0,0,4,1,0,0,C,B,A,B
18,18,0,0,0,0,0,0,0,1987,55.0749,1.5644,4,0,1.0,1,1,1,2,4,0,0,0,A,B,C,B
18,19,0,0,0,0,0,0,0,1969,54.0439,1.5656,0,0,0,0,0,0,0,4,0,0,0,A,B,A,B
18,20,0,0,0,0,0,0,0,2075,56.2701,1.5262,2,0,1.0,1,1,0,1,4,0,0,0,A,B,A,B
18,21,0,0,0,0,0,0,0,2073,58.3887,1.5613,0,0,0,0,0,0,0,4,0,0,0,A,B,A,B
18,22,0,0,0,0,0,0,0,2068,56.8465,1.5486,3,0,1.0,1,1,1,1,4,0,0,0,A,B,A,B
18,23,0,0,0,0,0,0,0,2115,56.9315,1.5387,0,0,0,0,0,0,0,0,1,0,0,A,B,A,B
18,24,0,0,0,0,0,0,0,2000,55.8511,1.5581,6,0,1.0,1,3,0,3,4,0,0,0,A,B,A,C
18,25,0,0,1,2,0,0,0,2003,56.7315,1.561,6,0,1.0,1,3,1,2,3,1,0,0,A,B,C,B
