window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6060,11,5,0,1.9985,0,20.1,0,0,6.63,1.0,6060.0,645,1.0,405,621,216,2176,0.000902,0.0057,397.4122,0,0.0,0.0057,0.001,1,0,0,0,0.036173,0.015625,64,0.5681,0.0362,0.2708
2,5000,3799,1,5,0,1.9985,0,21.8,486,3302,5.26,0.837,4570.0,497,1.0,383,6,28,2188,0.001009,0.0065,382.3077,1,1.0,0.0062,0.001,1,0,0,0,0.036557,0.015625,64,0.5726,0.0676,0.258
3,5000,3402,1,5,0,1.9986,0,24.6,275,3154,4.94,0.8579,4001.5,248,1.0,308,3,78,2104,0.001047,0.0109,242.4242,2,2.0,0.0076,0.0015,1,0,0,0,0.036719,0.015625,64,0.5745,0.1007,0.2492
4,5000,3004,1,5,0,1.9985,0,27.9,60,2984,4.4,0.8412,3618.5,20,1.0,273,1,36,1901,0.0012,0.0205,29.4551,3,3.0,0.0106,0.0022,1,0,0,0,0.039726,0.015625,62,0.6067,0.1404,0.2504
5,5000,3032,3,5,0,1.9985,0,30.8,2,3020,4.37,0.8858,3423.0,12,1.0,236,5,42,1763,0.001304,0.022,19.9005,4,3.9,0.0154,0.0027,1,0,0,0,0.042453,0.015625,61,0.6319,0.1672,0.2558
6,5000,3216,2,4,0,1.9985,0,34.4,6,3200,4.62,0.956,3363.9,16,1.0,212,2,26,1675,0.001389,0.0156,28.9855,5,4.8,0.0121,0.003,0,0,0,0,0.05026,0.015625,58,0.6891,0.2021,0.2702
7,5000,3092,2,5,0,1.9951,2,36.7,8,3071,4.43,0.9381,3295.9,21,1.0,198,7,21,1643,0.001351,0.0153,35.9066,6,5.7,0.0119,0.003,1,0,0,0,0.044143,0.015625,58,0.646,0.2289,0.2784
8,5000,3057,2,5,0,1.9951,2,50.9,16,3031,4.48,0.9427,3242.8,26,1.0,190,17,25,1608,0.001414,0.031,48.0769,7,6.3,0.0156,0.0038,1,0,0,0,0.04562,0.015625,58,0.6575,0.2599,0.2835
9,5000,3105,1,5,0,1.9766,2,59.9,15,3075,4.45,0.9657,3215.2,30,1.0,171,2,21,1513,0.001401,0.0253,59.4262,8,7.2,0.0134,0.0036,1,0,0,0,0.062378,0.015625,57,0.7495,0.2911,0.2934
10,5000,3167,1,5,3,1.9807,2,58.4,18,3139,4.49,0.9877,3206.5,28,1.0,157,1,15,1437,0.001522,0.0225,60.8696,9,8.1,0.0152,0.0041,1,0,0,0,0.059305,0.015625,57,0.7365,0.3375,0.2988
11,5000,3084,1,5,0,1.987,2,62.0,12,3063,4.45,0.968,3186.1,21,1.0,148,3,12,1389,0.001479,0.0211,46.2555,10,8.9,0.0137,0.0042,1,0,0,0,0.061311,0.015625,55,0.7452,0.3988,0.3036
12,5000,3132,2,5,3,1.9902,2,63.8,14,3114,4.44,0.9859,3177.9,18,1.0,144,8,12,1372,0.001477,0.0299,40.4494,11,9.6,0.0158,0.0044,1,1,0,0,0.057692,0.015625,56,0.7292,0.4309,0.3058
13,5000,3133,2,5,3,1.9783,2,66.5,14,3114,4.47,0.9879,3171.5,19,1.0,138,4,10,1352,0.001469,0.0266,43.9815,12,10.4,0.0141,0.0044,1,0,0,0,0.050998,0.015625,55,0.6936,0.4774,0.3103
14,5000,3074,1,5,3,1.9419,2,70.0,3,3061,4.48,0.9733,3158.5,13,1.0,132,1,7,1307,0.001554,0.0242,30.303,13,11.3,0.015,0.0049,1,0,0,0,0.052747,0.015625,54,0.7038,0.5236,0.3134
15,5000,3039,1,5,3,1.9554,2,72.5,5,3029,4.42,0.9667,3143.6,10,1.0,118,3,17,1221,0.001681,0.034,27.3224,14,12.0,0.0172,0.0053,1,1,0,0,0.054974,0.015625,54,0.7158,0.5629,0.3167
16,5000,3123,3,4,3,1.9785,2,73.2,14,3104,4.52,0.9942,3141.1,19,1.0,112,10,16,1155,0.001628,0.0237,50.0,15,12.0,0.0154,0.0053,0,0,0,0,0.052632,0.015625,55,0.7031,0.5865,0.3156
17,5000,3130,0,0,1,1.9494,2,77.0,4,3121,4.49,0.9968,3139.9,9,1.0,105,0,7,1100,0.001798,0.0277,25.641,16,13.0,0.0185,0.0057,0,0,0,0,0.055402,0.015625,53,0.718,0.6198,0.3156
