seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
99,1,500,0,2628,0,686,1.0,True,0,0,658,1.0,True,0,0,669,1.0,True,0,0,615,1.0,True,0,0
99,2,700,0,915,0,238,0.9958,True,0,0,235,0.9957,True,0,4,246,1.0,True,1,4,196,1.0,True,1,1
99,3,900,3,151,3,44,1.0,True,1,3,42,1.0,True,1,4,33,1.0,True,0,4,32,1.0,True,0,1
99,4,1100,3,41,3,6,1.0,True,0,3,9,1.0,True,0,4,13,1.0,True,0,4,13,1.0,True,0,1
99,5,1300,4,19,3,4,1.0,False,0,3,2,1.0,False,0,4,9,1.0,True,0,4,4,1.0,False,0,1
99,6,1500,4,22,3,5,0.8,True,0,3,6,0.5,True,0,4,5,0.6,True,0,4,6,0.6667,True,0,1
99,7,1700,4,29,3,6,1.0,True,0,3,7,1.0,True,0,4,7,1.0,True,0,4,9,1.0,True,0,1
99,8,1900,1,38,3,11,0.5455,True,0,3,13,0.9231,True,0,4,3,0.6667,False,0,4,11,0.7273,True,0,1
99,9,2100,3,40,3,14,1.0,True,0,3,11,1.0,True,0,4,3,1.0,False,0,4,12,1.0,True,0,1
99,10,2300,4,49,3,11,1.0,True,0,3,13,1.0,True,0,4,10,1.0,True,0,4,15,1.0,True,0,1
99,11,2500,4,39,3,7,1.0,True,0,3,13,1.0,True,0,4,11,1.0,True,0,4,8,1.0,True,0,1
99,12,2700,4,43,3,13,0.8462,True,0,3,13,0.7692,True,0,4,4,0.75,False,0,4,13,0.9231,True,0,1
99,13,2900,4,37,3,8,1.0,True,0,4,12,0.8333,True,1,4,6,0.6667,True,0,4,11,1.0,True,0,1
99,14,3100,4,36,3,10,1.0,True,0,4,10,1.0,True,0,4,7,1.0,True,0,4,9,0.7778,True,0,1
99,15,3300,4,21,3,5,1.0,True,0,4,5,1.0,True,0,4,6,1.0,True,0,4,5,1.0,True,0,1
99,16,3500,4,21,3,3,1.0,False,0,4,4,1.0,False,0,4,11,1.0,True,0,4,3,1.0,False,0,1
99,17,3700,4,35,3,8,0.875,True,0,4,5,1.0,True,0,4,14,1.0,True,0,4,8,0.875,True,0,1
99,18,3900,4,25,3,6,1.0,True,0,4,3,0.6667,False,0,4,8,0.875,True,0,4,8,1.0,True,0,1
99,19,4100,4,40,3,11,0.9091,True,0,4,12,0.6667,True,0,4,14,0.8571,True,0,4,3,1.0,False,0,1
99,20,4300,4,38,3,11,1.0,True,0,4,12,1.0,True,0,4,8,1.0,True,0,4,7,1.0,True,0,1
99,21,4500,4,32,3,10,1.0,True,0,4,4,1.0,False,0,4,9,1.0,True,0,4,9,1.0,True,0,1
99,22,4700,4,39,3,6,0.8333,True,0,4,15,0.9333,True,0,4,10,1.0,True,0,4,8,1.0,True,0,1
99,23,4900,4,42,3,11,0.9091,True,0,4,13,0.9231,True,0,4,9,1.0,True,0,4,9,0.7778,True,0,1
99,24,5100,4,35,3,12,1.0,True,0,4,9,1.0,True,0,4,6,1.0,True,0,4,8,1.0,True,0,1
99,25,5300,4,28,3,8,0.5,True,0,4,9,0.8889,True,0,4,6,1.0,True,0,4,5,1.0,True,0,1
