seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
23,0,0,20,1,unformed,,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.02101,0.446673,0.337209,0.229995,0.825541,0.393946,0.266576,cold_start,33,0.033679,0.136074,1.312882
23,1,1,20,1,unformed,,0.5,0.0,0.0,0.0,0.980769,0.0,0.0,0.0,0.997927,0.0,0.0,0.0,1.998,0.0,0.0,0.0,28.460015,0.185943,0.255814,0.22551,0.061858,0.20059,0.542336,cold_start,26,0.033495,0.088718,1.338274
23,52,2,20,1,unformed,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.184696,0.286649,0.093023,0.31894,0.081371,0.653261,0.412223,cold_start,13,0.018422,0.377105,1.442602
23,53,3,20,1,unformed,,0.0,0.0,0.0,0.0,0.932162,0.0,0.0,0.0,0.994406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.237134,0.43514,0.662791,0.259852,0.157668,0.660247,0.275084,cold_start,62,0.031339,0.357709,0.524755
23,12,12,20,1,unformed,,0.5,0.0,0.0,0.0,0.827615,0.0,0.0,0.0,0.961764,0.0,0.0,0.0,4.900915,0.0,0.0,0.0,34.06094,0.441996,0.790698,0.325262,0.175919,0.476105,0.269993,cold_start,73,0.027969,0.271441,1.593083
23,64,14,20,1,unformed,,0.0,0.0,0.0,0.0,0.891801,0.0,0.0,0.0,0.940019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.659055,0.185321,0.05814,0.088348,0.34037,0.254428,0.543255,cold_start,7,0.024504,0.657145,-3.012693
23,71,21,20,1,unformed,,0.5,0.0,0.0,0.0,0.920173,0.0,0.0,0.0,0.97017,0.0,0.0,0.0,4.813401,0.0,0.0,0.0,18.991512,0.396262,0.186047,0.398656,0.025461,0.974886,0.305814,cold_start,19,0.026707,0.478542,1.1339
23,76,26,20,1,unformed,,0.0,0.0,0.0,0.0,0.886357,0.0,0.0,0.0,0.925458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.538983,0.147911,0.093023,0.00583,0.251401,0.241392,0.601534,cold_start,10,0.026113,0.471075,-2.545905
23,28,28,20,1,unformed,,0.5,0.0,0.0,0.0,0.79052,0.0,0.0,0.0,0.940472,0.0,0.0,0.0,2.842146,0.0,0.0,0.0,19.17913,0.15322,0.069767,0.375278,0.092026,0.075807,0.592899,cold_start,9,0.036298,0.274233,-1.223004
23,29,29,20,1,unformed,,1.0,0.0,0.0,0.0,0.733741,0.0,0.0,0.0,0.938932,0.0,0.0,0.0,7.617262,0.0,0.0,0.0,34.656244,0.39698,0.511628,0.262965,0.232679,0.580648,0.305217,cold_start,49,0.031342,0.140434,-2.632735
23,79,29,20,1,unformed,,0.0,0.0,0.0,0.0,0.901116,0.0,0.0,0.0,0.947437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.559585,0.385181,0.127907,0.177297,0.387027,0.848495,0.315185,cold_start,13,0.02026,0.343387,-0.245433
23,80,30,20,1,unformed,,0.5,0.0,0.0,0.0,0.74252,0.0,0.0,0.0,0.94592,0.0,0.0,0.0,6.698436,0.0,0.0,0.0,34.007706,0.367888,0.244186,0.258262,0.311762,0.657342,0.330388,cold_start,26,0.027936,0.273205,-2.470061
