window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6072,21,5,0,1.998,0,20.5,0,0,6.56,1.0,6072.0,642,1.0,396,602,206,2129,0.000937,0.0079,403.7855,0,0.0,0.0064,0.001,1,0,0,0,0.032924,0.015625,64,0.5254,0.0329,0.237
2,5000,3779,1,5,0,1.9981,0,22.2,531,3247,5.25,0.8345,4562.0,532,1.0,368,1,29,2126,0.001052,0.0072,413.0435,1,1.0,0.0051,0.0011,1,0,0,0,0.040549,0.015625,64,0.6147,0.0735,0.2362
3,5000,3504,2,5,0,1.998,0,25.9,305,3205,4.9,0.872,4044.5,299,1.0,309,9,68,2097,0.001073,0.0091,285.3053,2,2.0,0.0084,0.0014,1,0,0,0,0.040366,0.015625,64,0.6129,0.1138,0.2321
4,5000,3144,1,5,0,1.9981,0,30.9,98,3076,4.61,0.8605,3700.3,68,1.0,280,7,36,1927,0.001197,0.016,90.1639,3,2.9,0.0095,0.0022,1,0,0,0,0.038084,0.015625,64,0.5897,0.1519,0.2261
5,5000,3188,3,5,0,1.9982,0,35.0,0,3178,4.57,0.9032,3529.5,10,1.0,246,3,37,1817,0.001281,0.0155,14.9254,4,3.8,0.0115,0.0027,1,0,0,0,0.03662,0.015625,63,0.5733,0.1815,0.2245
6,5000,3106,1,3,0,1.9982,2,43.4,2,3094,4.52,0.9112,3408.5,12,1.0,224,6,28,1729,0.001306,0.0217,19.7694,5,4.7,0.0133,0.0032,0,0,0,0,0.057276,0.015625,63,0.7272,0.214,0.2295
7,5000,3034,0,0,1,1.9996,2,46.1,0,3029,4.4,0.9153,3314.9,5,1.0,198,0,26,1617,0.001303,0.0202,9.7847,6,5.7,0.0095,0.003,0,0,0,0,0.053211,0.015625,62,0.7064,0.2581,0.2338
8,5000,3159,3,5,0,1.9987,1,53.3,9,3145,4.53,0.963,3280.3,14,1.0,179,5,24,1551,0.001305,0.0178,22.3881,7,6.6,0.0112,0.0031,2,0,0,0,0.048128,0.015625,62,0.6753,0.3062,0.2382
9,5000,2979,1,3,0,1.9987,1,58.3,5,2969,4.41,0.9252,3220.0,10,1.0,169,9,19,1498,0.001411,0.02,12.3312,8,7.4,0.014,0.0036,0,0,0,0,0.05,0.015625,62,0.6875,0.3562,0.2409
10,5000,3114,1,4,3,1.9953,2,56.8,4,3105,4.42,0.9729,3200.7,9,1.0,155,1,15,1389,0.001508,0.0226,21.1268,9,8.3,0.0107,0.004,0,0,0,0,0.056561,0.015625,60,0.7238,0.4128,0.2467
