window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6081,11,6,0,1.9983,0,20.2,0,0,6.59,1.0,6081.0,598,1.0,381,573,192,2120,0.000956,0.0087,389.8305,0,0.0,0.0071,0.0011,2,0,0,0,0.030041,0.015625,64,0.4799,0.03,0.2315
2,5000,3820,3,4,0,1.9983,0,21.5,472,3330,5.32,0.8382,4594.3,490,1.0,362,23,42,2184,0.001059,0.0072,379.3638,1,1.0,0.0057,0.0012,0,0,0,0,0.034565,0.015625,64,0.548,0.0631,0.2186
3,5000,3336,0,0,1,1.9983,0,23.7,271,3077,4.85,0.8445,3976.2,259,1.0,291,4,75,2096,0.001087,0.0114,268.6722,2,1.9,0.0078,0.0015,0,0,0,0,0.033497,0.015625,63,0.5335,0.0966,0.2176
4,5000,3115,1,3,0,1.9983,0,27.7,45,3087,4.49,0.8615,3640.1,28,1.0,252,1,40,1821,0.001268,0.0158,43.6137,3,2.9,0.0079,0.0025,0,0,0,0,0.055954,0.015625,62,0.7208,0.1511,0.2237
5,5000,3002,2,5,0,1.9983,0,31.0,5,2992,4.39,0.8759,3427.4,10,1.0,217,2,37,1702,0.001443,0.0206,17.8571,4,3.9,0.0124,0.0028,2,0,0,0,0.042882,0.015625,62,0.6356,0.194,0.2222
6,5000,3059,2,5,0,1.998,0,44.3,4,3050,4.43,0.9208,3322.1,9,1.0,188,2,31,1597,0.001496,0.0214,18.2186,5,4.8,0.0171,0.0035,1,0,0,0,0.038835,0.015625,62,0.5977,0.2231,0.2241
7,5000,3081,1,5,0,1.9979,2,46.7,5,3066,4.5,0.9446,3261.9,15,1.0,172,2,18,1515,0.001465,0.0236,28.7474,6,5.8,0.0157,0.0043,1,0,0,0,0.03937,0.015625,59,0.6031,0.2565,0.2331
8,5000,3036,1,5,3,1.9967,2,52.1,4,3023,4.45,0.9453,3211.7,13,1.0,155,1,18,1411,0.001591,0.0224,27.7186,7,6.7,0.0157,0.004,1,0,0,0,0.05102,0.015625,59,0.6937,0.3076,0.2441
9,5000,3163,0,0,3,1.9964,2,55.5,4,3154,4.52,0.9878,3201.9,9,1.0,137,0,18,1294,0.001686,0.0265,22.6131,8,7.7,0.0124,0.0045,0,0,0,0,0.055422,0.015625,58,0.7181,0.363,0.2507
10,5000,3145,0,0,0,1.9977,1,57.9,3,3142,4.5,0.9854,3191.6,3,1.0,130,3,10,1271,0.001618,0.0275,2.611,9,8.6,0.015,0.0045,0,1,0,0,0.0525,0.015625,58,0.7024,0.408,0.2575
11,5000,3103,1,3,0,1.9932,1,64.9,3,3100,4.49,0.9768,3176.8,3,1.0,116,2,16,1138,0.001695,0.0264,8.1967,10,9.5,0.0145,0.0043,0,0,0,0,0.055409,0.015625,54,0.718,0.4502,0.2686
12,5000,3086,0,0,1,1.9839,1,65.0,0,3086,4.47,0.9757,3162.8,0,1.0,108,0,8,1072,0.001698,0.0266,0.0,11,10.5,0.0182,0.0056,0,0,0,0,0.059172,0.015625,53,0.7359,0.4887,0.2776
13,5000,3063,0,0,0,1.9421,1,68.2,0,3063,4.42,0.9728,3148.6,0,1.0,101,0,7,1039,0.001806,0.0351,0.0,12,11.5,0.0192,0.0059,0,0,0,0,0.047923,0.015625,52,0.674,0.5206,0.2859
14,5000,2988,0,0,0,1.9532,1,72.8,0,2988,4.42,0.9555,3127.2,0,1.0,90,0,11,955,0.00179,0.0323,0.0,13,12.6,0.0185,0.0061,0,0,0,0,0.057348,0.015625,51,0.7275,0.5708,0.2918
15,5000,3049,0,0,0,1.9345,1,81.1,0,3049,4.49,0.9781,3117.4,0,1.0,87,0,3,932,0.00182,0.0367,0.0,14,13.6,0.0222,0.0062,0,0,0,0,0.053333,0.015625,50,0.707,0.6208,0.2997
16,5000,2977,0,0,0,1.8753,1,74.4,3,2974,4.39,0.96,3100.9,3,1.0,74,3,16,827,0.002114,0.0386,13.0435,15,14.1,0.0236,0.0075,0,0,0,0,0.077253,0.015625,45,0.7977,0.6981,0.3061
17,5000,3054,0,0,0,1.9329,1,82.7,6,3048,4.43,0.9865,3095.7,6,1.0,75,3,2,840,0.002042,0.0335,25.974,16,14.7,0.0223,0.007,0,0,0,0,0.087866,0.015625,44,0.8222,0.7859,0.3161
