window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6036,17,5,0,1.9993,0,22.9,0,0,6.57,1.0,6036.0,692,1.0,436,659,223,2263,0.00086,0.0059,410.6825,0,0.0,0.0045,0.001,1,0,0,0,0.036331,0.015625,64,0.5699,0.0363,0.2466
2,5000,3822,2,4,0,1.9993,0,26.7,518,3274,5.26,0.841,4580.0,548,1.0,416,17,37,2317,0.000917,0.0081,391.9886,1,1.0,0.0081,0.001,0,0,0,0,0.032538,0.015625,64,0.5198,0.0648,0.2148
3,5000,3400,1,3,0,1.9993,0,24.1,289,3132,4.92,0.8561,4004.0,268,1.0,327,7,96,2251,0.000972,0.0073,252.5919,2,1.9,0.0044,0.0012,0,0,0,0,0.032329,0.015625,64,0.5167,0.0963,0.2032
4,5000,3116,0,0,3,1.9993,0,29.2,64,3079,4.58,0.8597,3661.6,37,1.0,288,0,39,1952,0.001123,0.0118,51.532,3,2.9,0.0079,0.002,0,0,0,0,0.032765,0.015625,64,0.5231,0.1278,0.2004
5,5000,3120,1,5,0,1.9993,0,29.7,0,3110,4.46,0.8963,3481.1,10,1.0,258,1,31,1851,0.001191,0.0199,15.2905,4,3.9,0.0135,0.0025,1,0,0,0,0.041193,0.015625,64,0.6207,0.1562,0.193
6,5000,3146,0,0,1,1.9991,1,34.2,0,3146,4.51,0.9293,3385.3,0,1.0,230,0,28,1747,0.001209,0.0189,0.0,5,4.9,0.015,0.0025,0,0,0,0,0.036278,0.015625,64,0.5693,0.1925,0.1963
7,5000,3040,0,0,3,1.9989,1,45.3,0,3040,4.44,0.9215,3299.0,0,1.0,204,0,26,1606,0.001257,0.023,0.0,6,5.9,0.0097,0.0031,0,0,0,0,0.033569,0.015625,64,0.5345,0.219,0.1924
8,5000,3104,1,4,0,1.9988,1,51.1,3,3101,4.47,0.9534,3255.7,3,1.0,190,1,15,1538,0.001286,0.0174,6.0362,7,6.9,0.0068,0.003,0,0,0,0,0.042636,0.015625,64,0.6335,0.2403,0.1952
9,5000,3114,0,0,1,1.9983,1,54.5,0,3114,4.52,0.9649,3227.3,0,1.0,169,0,21,1419,0.001349,0.0191,0.0,8,7.8,0.0149,0.0033,0,0,0,0,0.044586,0.015625,64,0.6496,0.2714,0.2006
10,5000,3055,1,3,0,1.9884,1,60.3,4,3051,4.41,0.9559,3196.0,4,1.0,153,5,21,1331,0.001408,0.0195,9.0703,9,8.6,0.0184,0.004,0,0,0,0,0.043384,0.015625,62,0.6398,0.2996,0.2007
11,5000,3148,1,4,3,1.9953,1,63.9,8,3140,4.57,0.9875,3188.0,8,1.0,136,1,18,1236,0.001517,0.0195,20.2532,10,9.6,0.0097,0.0037,0,0,0,0,0.046229,0.015625,61,0.662,0.3288,0.2059
12,5000,3114,0,0,0,1.9917,2,64.4,9,3105,4.52,0.9803,3176.6,9,1.0,126,2,12,1175,0.001516,0.0216,22.5352,11,10.5,0.0135,0.0044,0,0,0,0,0.045946,0.015625,60,0.6599,0.3532,0.2055
13,5000,3098,1,5,0,1.9997,1,67.1,9,3089,4.51,0.9787,3165.4,9,1.0,122,1,5,1148,0.001636,0.0503,26.0116,12,11.4,0.0298,0.0059,1,0,0,0,0.067039,0.015625,58,0.7669,0.3699,0.2105
14,5000,3100,0,0,3,1.9725,1,73.2,4,3096,4.42,0.982,3156.7,4,1.0,111,0,11,1072,0.001538,0.0269,12.3077,13,12.4,0.0159,0.0053,0,0,0,0,0.050746,0.015625,56,0.6921,0.4015,0.216
15,5000,3094,2,5,3,1.9287,1,69.8,0,3085,4.44,0.9826,3148.8,9,1.0,113,5,3,1093,0.001617,0.0269,27.9503,14,12.9,0.0195,0.0049,1,0,0,0,0.04491,0.015625,56,0.6521,0.4315,0.2163
16,5000,3019,0,0,3,1.9299,1,73.7,0,3014,4.45,0.9634,3133.6,5,1.0,98,0,15,986,0.001763,0.043,18.315,15,13.7,0.0179,0.0065,0,0,0,0,0.053763,0.015625,53,0.7094,0.478,0.2209
17,5000,3061,3,5,3,1.9628,1,73.5,6,3046,4.47,0.9794,3125.5,15,1.0,93,3,8,981,0.001986,0.0372,47.619,16,14.2,0.0232,0.0069,2,0,0,0,0.052632,0.015625,52,0.7031,0.5121,0.2219
18,5000,3199,2,4,1,1.9431,1,82.8,3188,0,4.62,1.0213,3133.3,12,1.0,86,7,14,943,0.001945,0.0254,35.9477,17,14.5,0.0175,0.006,0,0,0,0,0.053968,0.015625,50,0.7105,0.5502,0.2281
19,5000,3023,2,5,2,1.9329,2,77.4,5,3010,4.41,0.9682,3122.3,13,1.0,83,3,6,930,0.002221,0.0502,42.1053,18,15.2,0.0225,0.0083,1,0,0,0,0.103679,0.015625,46,0.8493,0.5803,0.2374
20,5000,3132,0,0,1,1.8922,2,79.7,3129,0,4.45,1.0028,3123.2,3,1.0,82,3,4,913,0.002147,0.0332,10.1351,19,15.7,0.0252,0.0072,0,0,0,0,0.07309,0.015625,45,0.7862,0.6468,0.2473
21,5000,3164,0,0,3,1.9689,1,81.9,3164,0,4.49,1.0118,3127.1,0,1.0,78,0,4,878,0.00209,0.0321,0.0,20,16.6,0.0218,0.0073,0,0,0,0,0.056225,0.015625,45,0.7221,0.703,0.2556
22,5000,3130,0,0,3,1.9386,1,82.4,3130,0,4.48,1.0008,3127.4,0,1.0,74,0,4,838,0.002126,0.0595,0.0,21,17.6,0.0306,0.009,0,0,0,0,0.079365,0.015625,45,0.8031,0.7506,0.2652
23,5000,3084,1,4,1,1.9247,1,83.5,4,3080,4.45,0.9874,3123.3,4,1.0,70,1,5,800,0.002249,0.0506,17.4672,22,18.4,0.0232,0.0095,0,1,0,0,0.075949,0.015625,44,0.7943,0.8055,0.2724
