window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6146,14,5,0,1.9983,0,19.9,0,0,6.66,1.0,6146.0,627,1.0,386,593,207,2144,0.00096,0.0094,400.5118,0,0.0,0.0071,0.0011,3,0,0,0,0.03575,0.015625,63,0.5629,0.0357,0.2683
2,5000,3776,1,5,0,1.9983,0,21.6,458,3293,5.29,0.83,4586.7,483,1.0,361,9,34,2165,0.001051,0.0083,375.3894,1,1.0,0.0073,0.0012,1,0,0,0,0.032181,0.015625,63,0.5145,0.0679,0.2553
3,5000,3357,1,3,0,1.9984,0,25.0,289,3093,4.89,0.8501,3988.8,264,1.0,301,7,67,2102,0.001069,0.0082,276.4398,2,2.0,0.0068,0.0014,0,0,0,0,0.037891,0.015625,63,0.5876,0.0959,0.2583
4,5000,3080,1,5,0,1.9984,0,28.3,58,3056,4.53,0.8567,3640.9,24,1.0,267,3,37,1850,0.001228,0.0138,35.9281,3,2.9,0.0086,0.0023,1,0,0,0,0.045517,0.015625,63,0.6567,0.1355,0.2717
5,5000,3144,2,4,0,1.9983,0,32.1,0,3136,4.58,0.9047,3475.3,8,1.0,220,5,52,1674,0.001387,0.0201,13.9616,4,3.9,0.0127,0.0028,0,0,0,0,0.040201,0.015625,62,0.6113,0.1665,0.2762
6,5000,3195,0,0,3,1.9979,2,34.8,0,3195,4.54,0.941,3395.2,0,1.0,204,0,16,1601,0.001374,0.0168,0.0,5,4.8,0.0108,0.0028,0,0,0,0,0.042017,0.015625,60,0.6281,0.2085,0.2857
7,5000,3152,0,0,3,1.9958,1,45.8,0,3152,4.51,0.9453,3334.4,0,1.0,184,0,20,1515,0.001331,0.0176,0.0,6,5.9,0.0137,0.0035,0,0,0,0,0.047059,0.015625,57,0.668,0.2556,0.2935
8,5000,3088,0,0,3,1.9993,1,51.4,0,3088,4.47,0.9416,3279.6,0,1.0,159,0,25,1383,0.001459,0.0175,0.0,7,6.9,0.0123,0.0034,0,0,0,0,0.056893,0.015625,56,0.7254,0.3125,0.3068
9,5000,3104,3,5,0,1.9982,1,53.8,0,3089,4.49,0.9567,3244.5,15,1.0,150,6,15,1354,0.001493,0.0276,36.0577,8,7.6,0.0191,0.0042,2,0,0,0,0.050691,0.015625,58,0.6918,0.3447,0.3032
10,5000,3127,3,5,0,1.997,1,73.6,10,3107,4.55,0.9702,3223.1,20,1.0,149,6,7,1363,0.001554,0.0309,46.4037,9,8.3,0.0169,0.0045,2,0,0,0,0.05298,0.015625,58,0.7051,0.3822,0.3013
11,5000,3124,1,3,1,1.996,2,60.6,10,3101,4.56,0.9742,3206.6,23,1.0,139,2,12,1312,0.001582,0.0264,50.8083,10,9.2,0.0173,0.0043,0,0,0,0,0.050549,0.015625,57,0.6909,0.4262,0.3044
12,5000,3061,0,0,3,1.9974,2,64.6,4,3052,4.42,0.9613,3184.2,9,1.0,127,0,12,1228,0.001646,0.0323,23.0769,11,10.2,0.0185,0.0051,0,0,0,0,0.047264,0.015625,56,0.6694,0.471,0.3063
13,5000,3107,2,4,1,1.9582,1,67.3,0,3103,4.46,0.9791,3173.2,4,1.0,120,2,9,1199,0.001657,0.0341,10.1781,12,11.1,0.0179,0.0051,0,0,0,0,0.060976,0.015625,55,0.7438,0.5002,0.309
14,5000,3162,3,5,0,1.9452,1,69.8,10,3147,4.57,0.9969,3171.7,15,1.0,114,5,11,1192,0.00175,0.0387,39.4737,13,11.7,0.0185,0.0063,2,0,0,0,0.061856,0.015625,55,0.7474,0.5389,0.3118
15,5000,3088,0,0,1,1.9367,2,71.4,4,3079,4.42,0.9768,3161.2,9,1.0,109,4,9,1147,0.001748,0.0332,23.7467,14,12.4,0.0163,0.0054,0,0,0,0,0.069054,0.015625,51,0.7737,0.5696,0.3164
16,5000,3086,3,5,3,1.96,1,74.6,17,3060,4.44,0.9789,3152.4,26,1.0,109,6,6,1183,0.001756,0.0291,72.0222,15,13.1,0.0183,0.0061,2,0,0,0,0.060847,0.015625,52,0.7432,0.6013,0.32
17,5000,3069,1,3,3,1.9822,1,76.3,8,3057,4.53,0.9764,3143.1,12,1.0,103,4,10,1078,0.00177,0.028,35.503,16,13.3,0.0138,0.0053,0,0,0,0,0.07563,0.015625,50,0.7934,0.6377,0.3221
18,5000,3124,2,7,1,1.9763,2,74.8,4,3108,4.54,0.9946,3141.1,16,1.0,97,5,11,1050,0.001886,0.034,48.048,17,13.7,0.0148,0.0058,0,0,0,0,0.053824,0.015625,51,0.7097,0.6831,0.3231
19,5000,3058,2,4,1,1.9738,2,80.4,7,3041,4.46,0.9761,3132.8,17,1.0,90,4,11,1037,0.001943,0.0419,47.3186,18,14.8,0.0191,0.0067,0,0,0,0,0.050898,0.015625,50,0.693,0.716,0.325
20,5000,3045,1,5,3,1.939,2,79.4,0,3040,4.41,0.9746,3124.4,5,1.0,84,1,7,995,0.002106,0.0294,16.5563,19,15.7,0.0201,0.0073,1,0,0,0,0.075163,0.015625,44,0.7921,0.7583,0.3286
21,5000,3097,1,5,3,1.9785,2,82.6,0,3092,4.42,0.992,3121.8,5,1.0,78,1,7,963,0.002087,0.0507,17.301,20,16.4,0.025,0.0091,1,0,0,0,0.070946,0.015625,40,0.7798,0.7921,0.3309
22,5000,3104,0,0,3,1.9628,2,96.0,0,3104,4.5,0.9948,3120.1,0,1.0,69,0,9,903,0.002369,0.0662,0.0,21,17.2,0.0216,0.0104,0,0,0,0,0.073529,0.015625,35,0.7875,0.8325,0.3371
