window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6177,14,5,0,1.9992,0,34.3,0,0,6.64,1.0,6177.0,665,1.0,419,637,218,2239,0.000861,0.0057,412.2753,0,0.0,0.0048,0.001,1,0,0,0,0.029943,0.015625,64,0.4782,0.0299,0.2314
2,5000,3699,1,4,0,1.9992,0,38.1,491,3216,5.24,0.8222,4556.3,483,1.0,396,21,44,2289,0.000949,0.0053,375.2914,1,1.0,0.0053,0.001,0,0,0,0,0.034645,0.015625,64,0.549,0.0594,0.2349
3,5000,3410,2,3,0,1.9992,0,42.6,272,3151,4.84,0.8594,3994.7,259,1.0,321,10,85,2214,0.000974,0.007,257.2283,2,1.9,0.0031,0.0013,0,0,0,0,0.037588,0.015625,64,0.5843,0.0969,0.2362
4,5000,3122,1,4,0,1.9992,0,52.3,61,3092,4.53,0.8619,3658.0,30,1.0,279,2,44,1921,0.001233,0.0159,42.2741,3,2.9,0.0053,0.0023,0,0,0,0,0.034346,0.015625,64,0.5451,0.13,0.2397
5,5000,3030,1,5,0,1.9992,0,75.7,5,3020,4.42,0.8786,3448.7,10,1.0,244,2,37,1809,0.001282,0.0164,14.1956,4,3.9,0.0119,0.0025,1,0,0,0,0.041729,0.015625,64,0.6256,0.1717,0.2373
6,5000,3137,0,0,1,1.9994,0,96.3,4,3133,4.47,0.9337,3359.6,4,1.0,217,0,27,1684,0.001321,0.0164,6.8729,5,4.9,0.0148,0.0028,0,0,0,0,0.044262,0.015625,64,0.647,0.216,0.2344
7,5000,3082,2,5,0,1.9943,1,105.4,9,3068,4.48,0.9367,3290.2,14,1.0,202,2,17,1653,0.001333,0.0221,25.1799,6,5.8,0.0179,0.0032,2,0,0,0,0.044218,0.015625,63,0.6466,0.2568,0.2354
8,5000,3073,0,0,1,1.9911,1,120.3,0,3073,4.46,0.9479,3241.9,0,1.0,183,0,19,1546,0.00138,0.0225,0.0,7,6.8,0.0169,0.0036,0,0,0,0,0.043033,0.015625,63,0.6369,0.2916,0.2338
9,5000,3144,1,4,0,1.992,1,126.4,6,3138,4.46,0.9757,3222.4,6,1.0,172,3,14,1489,0.001336,0.0188,10.8225,8,7.7,0.0131,0.0033,0,0,0,0,0.046025,0.015625,62,0.6605,0.3376,0.2366
10,5000,3051,1,5,0,1.9816,1,138.7,7,3044,4.47,0.9561,3191.2,7,1.0,161,3,14,1413,0.00143,0.0225,14.9573,9,8.5,0.0135,0.0036,1,0,0,0,0.045082,0.015625,60,0.6534,0.3827,0.2366
11,5000,3081,0,0,1,1.9953,2,146.5,5,3076,4.46,0.9711,3172.8,5,1.0,149,0,12,1336,0.00145,0.0281,12.1951,10,9.5,0.0141,0.004,0,0,0,0,0.051522,0.015625,59,0.6967,0.4296,0.2402
12,5000,3103,0,0,0,1.9782,1,153.2,5,3098,4.46,0.9813,3162.1,5,1.0,130,0,19,1200,0.001578,0.0305,13.1234,11,10.6,0.0214,0.0049,0,0,0,0,0.048346,0.015625,57,0.6768,0.4677,0.2456
13,5000,3149,0,0,0,1.9783,1,155.2,0,3149,4.48,0.9964,3160.2,0,1.0,123,0,7,1123,0.001599,0.0331,0.0,12,11.7,0.0241,0.0052,0,1,0,0,0.044077,0.015625,56,0.6455,0.5063,0.2484
14,5000,3097,0,0,0,1.9787,1,160.7,0,3097,4.43,0.9826,3151.8,0,1.0,114,0,9,1059,0.001541,0.0233,0.0,13,12.6,0.013,0.0047,0,0,0,0,0.059585,0.015625,55,0.7378,0.5659,0.2518
15,5000,3085,1,5,1,1.9166,1,167.8,5,3080,4.52,0.9814,3143.4,5,1.0,105,1,10,1005,0.001689,0.0364,15.528,14,13.5,0.02,0.0058,1,0,0,0,0.078788,0.015625,55,0.8017,0.6447,0.2552
16,5000,3157,1,5,3,1.8829,1,173.9,3148,0,4.56,1.0038,3145.0,9,1.0,100,1,6,972,0.00168,0.0319,26.9461,15,14.3,0.0208,0.0057,1,0,0,0,0.043478,0.015625,55,0.6406,0.6824,0.254
17,5000,3084,0,0,3,1.9861,2,179.6,11,3073,4.46,0.9827,3138.3,11,1.0,95,6,11,953,0.001854,0.0429,37.1622,16,14.6,0.0204,0.0068,0,0,0,0,0.079208,0.015625,55,0.8027,0.7286,0.2529
18,5000,3144,1,5,3,1.9955,1,183.5,3136,0,4.59,1.0016,3138.9,8,1.0,91,4,8,939,0.001932,0.0441,24.3902,17,15.2,0.0315,0.0082,1,0,0,0,0.064407,0.015625,55,0.7574,0.7523,0.2528
19,5000,3073,1,3,3,1.9936,1,181.3,3,3070,4.41,0.9811,3132.3,3,1.0,85,1,7,887,0.001944,0.0331,10.2389,18,16.2,0.0203,0.0064,0,0,0,0,0.066225,0.015625,53,0.7641,0.7854,0.2566
20,5000,3151,1,4,3,1.9439,2,184.3,3144,0,4.53,1.0054,3134.1,7,1.0,80,2,7,853,0.001975,0.0351,24.911,19,16.8,0.0236,0.0069,0,0,0,0,0.05614,0.015625,50,0.7217,0.8345,0.2621
21,5000,3082,1,5,3,1.9167,2,187.2,7,3065,4.44,0.9849,3129.1,17,1.0,80,10,10,866,0.002159,0.0453,61.5942,20,16.6,0.0226,0.0081,1,0,0,0,0.073171,0.015625,50,0.7865,0.8868,0.2678
22,5000,3021,0,0,3,1.9701,2,190.0,7,3004,4.38,0.9686,3118.8,17,1.0,75,4,9,812,0.002251,0.0377,67.1937,21,16.5,0.0212,0.0069,0,0,0,0,0.071698,0.015625,47,0.7821,0.9321,0.2738
23,5000,3155,1,4,3,1.9431,1,190.1,3129,0,4.63,1.0105,3122.3,26,1.0,76,6,5,837,0.002661,0.0556,101.5625,22,16.7,0.025,0.0091,0,0,0,0,0.077778,0.015625,47,0.7991,0.9691,0.2773
