window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6057,8,5,0,1.9993,0,33.9,0,0,6.53,1.0,6057.0,503,1.0,318,485,167,1773,0.001139,0.0086,398.8898,0,0.0,0.0086,0.0013,1,0,0,0,0.039457,0.015625,63,0.604,0.0395,0.287
2,5000,3606,3,5,0,1.9993,0,36.1,376,3207,5.09,0.8179,4439.7,399,1.0,306,9,21,1820,0.001228,0.0092,396.2264,1,1.0,0.0066,0.0014,2,0,0,0,0.041985,0.015625,63,0.6278,0.0753,0.2884
3,5000,3428,1,5,0,1.9993,0,42.1,229,3210,4.92,0.8743,3943.8,218,1.0,248,1,59,1732,0.001281,0.0086,261.7047,2,2.0,0.0067,0.0016,1,0,0,0,0.03626,0.015625,63,0.5691,0.1093,0.274
4,5000,3140,0,0,3,1.9993,0,49.8,61,3108,4.56,0.8721,3633.9,32,1.0,211,2,39,1484,0.001545,0.0167,56.9395,3,2.9,0.0075,0.0027,0,0,0,0,0.048333,0.015625,62,0.6767,0.1576,0.2676
5,5000,3106,1,3,0,1.9993,0,67.6,2,3104,4.54,0.8982,3457.9,2,1.0,173,1,39,1364,0.001712,0.0194,4.4643,4,3.9,0.0102,0.0033,0,0,0,0,0.055914,0.015625,62,0.7206,0.1985,0.2685
6,5000,3056,1,5,0,1.9992,1,95.9,1,3050,4.47,0.9141,3343.1,6,1.0,160,2,15,1314,0.00175,0.028,12.1951,5,4.9,0.0172,0.0041,1,0,0,0,0.041958,0.015625,62,0.6276,0.2335,0.2749
7,5000,3126,2,5,0,1.9975,2,103.7,0,3116,4.54,0.9505,3288.8,10,1.0,145,5,20,1244,0.001789,0.0224,23.5294,6,5.7,0.0164,0.0043,1,0,0,0,0.049217,0.015625,61,0.6825,0.2827,0.2757
8,5000,3034,1,3,1,1.9956,2,119.3,0,3034,4.38,0.9387,3232.2,0,1.0,131,1,15,1166,0.00178,0.022,0.0,7,6.6,0.0142,0.0045,0,0,0,0,0.057692,0.015625,59,0.7292,0.3184,0.2828
9,5000,3219,0,0,0,1.9979,2,127.4,0,3219,4.55,0.9967,3229.6,0,1.0,121,0,10,1088,0.001912,0.0275,0.0,8,7.6,0.0184,0.0052,0,0,0,0,0.052342,0.015625,59,0.7015,0.3707,0.2908
10,5000,3045,1,4,0,1.9839,1,138.8,4,3041,4.45,0.9528,3196.0,4,1.0,106,1,16,1000,0.002078,0.0278,13.986,9,8.5,0.0179,0.0053,0,0,0,0,0.065972,0.015625,55,0.7632,0.4367,0.2983
11,5000,3149,0,0,1,1.9964,1,147.0,6,3143,4.54,0.9877,3188.2,6,1.0,99,2,9,966,0.002233,0.0479,16.3934,10,9.4,0.0224,0.0078,0,0,0,0,0.070288,0.015625,52,0.7777,0.507,0.3074
12,5000,3148,1,3,0,1.987,1,148.8,5,3140,4.48,0.9893,3182.0,8,1.0,97,5,7,952,0.002085,0.0375,24.735,11,9.9,0.0245,0.0065,0,0,0,0,0.075085,0.015625,51,0.7919,0.5514,0.3158
13,5000,3169,0,0,1,1.9922,1,160.6,0,3169,4.56,0.9965,3180.1,0,1.0,87,0,10,874,0.002171,0.0308,0.0,12,10.9,0.02,0.0055,0,0,0,0,0.078767,0.015625,49,0.8016,0.6301,0.3267
