window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6072,21,5,0,1.998,0,34.8,0,0,6.56,1.0,6072.0,642,1.0,396,602,206,2129,0.000937,0.0079,403.7855,0,0.0,0.0064,0.001,1,0,0,0,0.032924,0.015625,64,0.5254,0.0329,0.237
2,5000,3779,1,5,0,1.9981,0,36.9,531,3247,5.25,0.8345,4562.0,532,1.0,368,1,29,2126,0.001052,0.0072,413.0435,1,1.0,0.0051,0.0011,1,0,0,0,0.040549,0.015625,64,0.6147,0.0735,0.2362
3,5000,3504,2,5,0,1.998,0,43.4,305,3205,4.9,0.872,4044.5,299,1.0,309,9,68,2097,0.001073,0.0091,285.3053,2,2.0,0.0084,0.0014,1,0,0,0,0.040366,0.015625,64,0.6129,0.1138,0.2321
4,5000,3144,1,5,0,1.9981,0,50.0,98,3076,4.61,0.8605,3700.3,68,1.0,280,7,36,1927,0.001197,0.016,90.1639,3,2.9,0.0095,0.0022,1,0,0,0,0.038084,0.015625,64,0.5897,0.1519,0.2261
5,5000,3188,3,5,0,1.9982,0,75.2,0,3178,4.57,0.9032,3529.5,10,1.0,246,3,37,1817,0.001281,0.0155,14.9254,4,3.8,0.0115,0.0027,1,0,0,0,0.03662,0.015625,63,0.5733,0.1815,0.2245
6,5000,3106,1,3,0,1.9982,2,96.1,2,3094,4.52,0.9112,3408.5,12,1.0,224,6,28,1729,0.001306,0.0217,19.7694,5,4.7,0.0133,0.0032,0,0,0,0,0.057276,0.015625,63,0.7272,0.214,0.2295
7,5000,3034,0,0,1,1.9996,2,107.8,0,3029,4.4,0.9153,3314.9,5,1.0,198,0,26,1617,0.001303,0.0202,9.7847,6,5.7,0.0095,0.003,0,0,0,0,0.053211,0.015625,62,0.7064,0.2581,0.2338
8,5000,3159,3,5,0,1.9987,1,116.7,9,3145,4.53,0.963,3280.3,14,1.0,179,5,24,1551,0.001305,0.0178,22.3881,7,6.6,0.0112,0.0031,2,0,0,0,0.048128,0.015625,62,0.6753,0.3062,0.2382
9,5000,2979,1,3,0,1.9987,1,121.3,5,2969,4.41,0.9252,3220.0,10,1.0,169,9,19,1498,0.001411,0.02,12.3312,8,7.4,0.014,0.0036,0,0,0,0,0.05,0.015625,62,0.6875,0.3562,0.2409
10,5000,3114,1,4,3,1.9953,2,126.0,4,3105,4.42,0.9729,3200.7,9,1.0,155,1,15,1389,0.001508,0.0226,21.1268,9,8.3,0.0107,0.004,0,0,0,0,0.056561,0.015625,60,0.7238,0.4128,0.2467
11,5000,3089,2,5,0,1.9937,2,131.6,0,3079,4.46,0.9707,3182.1,10,1.0,145,2,12,1366,0.001475,0.0229,21.692,10,9.1,0.0135,0.0041,1,0,0,0,0.058212,0.015625,58,0.7316,0.4606,0.2544
12,5000,3065,1,3,3,1.9815,2,134.9,0,3065,4.38,0.9687,3164.1,0,1.0,131,1,15,1297,0.001522,0.025,0.0,11,10.1,0.0134,0.0041,0,0,0,0,0.05,0.015625,57,0.6875,0.5106,0.2641
13,5000,3063,0,0,3,1.9917,2,143.8,0,3063,4.42,0.9725,3149.6,0,1.0,122,0,9,1224,0.001489,0.0252,0.0,12,11.1,0.0167,0.0049,0,0,0,0,0.052897,0.015625,54,0.7046,0.5484,0.2734
14,5000,3068,0,0,3,1.9191,1,152.4,1,3067,4.43,0.9775,3138.8,1,1.0,113,1,10,1143,0.00162,0.0255,2.5974,13,12.1,0.0185,0.0059,0,0,0,0,0.056122,0.015625,52,0.7216,0.579,0.2837
15,5000,3148,1,5,3,1.8474,1,156.5,3136,0,4.55,1.0026,3139.9,12,1.0,112,8,9,1171,0.001573,0.028,31.8302,14,12.4,0.0181,0.0054,1,0,0,0,0.050891,0.015625,52,0.693,0.6172,0.2898
16,5000,3097,0,0,3,1.8157,1,158.9,0,3092,4.52,0.9879,3134.9,5,1.0,96,0,16,1028,0.00185,0.0386,15.1515,15,13.2,0.0211,0.0066,0,0,0,0,0.062315,0.015625,47,0.7493,0.6557,0.296
17,5000,3095,0,0,3,1.8194,1,162.2,3,3092,4.5,0.9887,3130.4,3,1.0,91,3,8,1018,0.00182,0.0395,6.8259,16,14.0,0.0186,0.0069,0,0,0,0,0.075658,0.015625,48,0.7935,0.6985,0.3011
18,5000,3096,2,5,3,1.8962,1,164.4,6,3080,4.47,0.9901,3126.8,16,1.0,91,11,11,1053,0.00184,0.037,44.8718,17,14.1,0.0213,0.0067,1,0,0,0,0.058642,0.015625,47,0.7336,0.7324,0.307
19,5000,3100,2,5,3,1.8789,1,172.2,0,3085,4.48,0.9923,3124.1,15,1.0,86,2,7,1006,0.001945,0.0393,55.5556,18,14.7,0.0176,0.0064,2,0,0,0,0.057143,0.015625,46,0.7266,0.7753,0.3119
20,5000,3102,1,5,1,1.7675,2,176.7,2,3100,4.48,0.9936,3122.0,2,1.0,83,3,6,1011,0.002105,0.0365,3.1056,19,15.4,0.0227,0.008,1,0,0,0,0.057751,0.015625,45,0.7294,0.8214,0.3158
21,5000,3136,1,5,3,1.6543,2,182.8,3127,0,4.51,1.004,3123.4,9,1.0,77,5,11,967,0.002022,0.0514,23.2558,20,15.6,0.0248,0.0087,1,0,0,0,0.051447,0.015625,44,0.6963,0.8632,0.3186
