window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6146,14,5,0,1.9983,0,34.4,0,0,6.66,1.0,6146.0,627,1.0,386,593,207,2144,0.00096,0.0094,400.5118,0,0.0,0.0071,0.0011,3,0,0,0,0.03575,0.015625,63,0.5629,0.0357,0.2683
2,5000,3776,1,5,0,1.9983,0,37.1,458,3293,5.29,0.83,4586.7,483,1.0,361,9,34,2165,0.001051,0.0083,375.3894,1,1.0,0.0073,0.0012,1,0,0,0,0.032181,0.015625,63,0.5145,0.0679,0.2553
3,5000,3357,1,3,0,1.9984,0,44.7,289,3093,4.89,0.8501,3988.8,264,1.0,301,7,67,2102,0.001069,0.0082,276.4398,2,2.0,0.0068,0.0014,0,0,0,0,0.037891,0.015625,63,0.5876,0.0959,0.2583
4,5000,3080,1,5,0,1.9984,0,50.5,58,3056,4.53,0.8567,3640.9,24,1.0,267,3,37,1850,0.001228,0.0138,35.9281,3,2.9,0.0086,0.0023,1,0,0,0,0.045517,0.015625,63,0.6567,0.1355,0.2717
5,5000,3144,2,4,0,1.9983,0,68.8,0,3136,4.58,0.9047,3475.3,8,1.0,220,5,52,1674,0.001387,0.0201,13.9616,4,3.9,0.0127,0.0028,0,0,0,0,0.040201,0.015625,62,0.6113,0.1665,0.2762
6,5000,3195,0,0,3,1.9979,2,88.1,0,3195,4.54,0.941,3395.2,0,1.0,204,0,16,1601,0.001374,0.0168,0.0,5,4.8,0.0108,0.0028,0,0,0,0,0.042017,0.015625,60,0.6281,0.2085,0.2857
7,5000,3152,0,0,3,1.9958,1,95.9,0,3152,4.51,0.9453,3334.4,0,1.0,184,0,20,1515,0.001331,0.0176,0.0,6,5.9,0.0137,0.0035,0,0,0,0,0.047059,0.015625,57,0.668,0.2556,0.2935
8,5000,3088,0,0,3,1.9993,1,112.2,0,3088,4.47,0.9416,3279.6,0,1.0,159,0,25,1383,0.001459,0.0175,0.0,7,6.9,0.0123,0.0034,0,0,0,0,0.056893,0.015625,56,0.7254,0.3125,0.3068
9,5000,3104,3,5,0,1.9982,1,119.1,0,3089,4.49,0.9567,3244.5,15,1.0,150,6,15,1354,0.001493,0.0276,36.0577,8,7.6,0.0191,0.0042,2,0,0,0,0.050691,0.015625,58,0.6918,0.3447,0.3032
10,5000,3127,3,5,0,1.997,1,129.0,10,3107,4.55,0.9702,3223.1,20,1.0,149,6,7,1363,0.001554,0.0309,46.4037,9,8.3,0.0169,0.0045,2,0,0,0,0.05298,0.015625,58,0.7051,0.3822,0.3013
