window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,5991,17,5,0,1.998,0,18.1,0,0,6.58,1.0,5991.0,615,1.0,376,584,208,2091,0.000959,0.0081,401.6982,0,0.0,0.0081,0.0011,1,0,0,0,0.034027,0.015625,64,0.5408,0.034,0.2362,104,174,98,2110,1379,1420,1.0,0.0,0,0,0,0.002031,0.002031,1.0,1.0,1
2,5000,4005,5,4,0,1.9982,0,16.9,456,3542,5.43,0.8608,4686.3,463,1.0,355,22,43,2166,0.001047,0.008,372.6758,1,1.0,0.0043,0.0013,0,0,0,0,0.032777,0.015625,64,0.5233,0.0607,0.2214,102,156,97,1303,1289,751,1.0,0.0,0,0,0,0.015461,0.010984,1.4075,1.0,1
3,5000,3518,1,5,0,1.9983,0,16.6,217,3311,5.0,0.8616,4116.7,207,1.0,282,2,75,2046,0.001173,0.0099,212.0902,2,2.0,0.0075,0.0017,1,0,0,0,0.037283,0.015625,64,0.5809,0.0888,0.2285,95,118,69,984,1298,599,1.0,0.0,0,0,0,0.033969,0.022476,1.5113,1.0,1
4,5000,3269,1,5,0,1.9982,0,16.4,60,3229,4.73,0.8688,3785.6,40,1.0,257,3,28,1796,0.001272,0.0176,59.4354,3,2.9,0.0059,0.0026,1,0,0,0,0.052703,0.015625,64,0.7035,0.1389,0.2512,88,104,65,880,1300,508,1.0,0.0,0,0,0,0.0,0.013486,0.0,1.0,1
5,5000,3227,2,5,0,1.9983,0,16.4,7,3217,4.62,0.8967,3599.7,10,1.0,222,4,39,1698,0.001379,0.0146,17.1233,4,3.9,0.0113,0.0027,1,0,0,0,0.040453,0.015625,64,0.6138,0.1745,0.254,79,87,56,823,1271,506,1.0,0.0,0,0,0,0.001618,0.00953,0.1698,1.0,1
6,5000,3332,2,5,0,1.9984,2,16.4,3,3324,4.7,0.9457,3523.2,8,1.0,206,3,19,1662,0.001369,0.0186,12.966,5,4.8,0.0118,0.003,1,0,0,0,0.043478,0.015625,64,0.6406,0.2179,0.255,75,78,53,848,1311,525,1.0,0.0,0,0,0,0.001553,0.007251,0.2142,1.0,1
7,5000,3222,4,5,0,1.9987,2,16.4,12,3200,4.68,0.9345,3447.9,22,1.0,194,9,21,1622,0.001424,0.0199,38.3944,6,5.5,0.014,0.0035,2,0,0,0,0.044702,0.015625,62,0.6505,0.2577,0.2538,73,69,52,820,1249,533,1.0,0.0,0,0,0,0.001656,0.005852,0.2829,1.0,1
8,5000,3184,1,4,0,1.9987,2,16.4,8,3171,4.52,0.9394,3389.3,13,1.0,174,1,21,1515,0.001538,0.022,25.3411,7,6.5,0.0152,0.0037,0,0,0,0,0.045872,0.015625,62,0.6594,0.2889,0.2572,71,59,44,812,1246,542,1.0,0.0,0,0,0,0.001835,0.004959,0.37,1.0,1
9,5000,3276,2,3,0,1.9916,2,16.3,10,3261,4.63,0.9731,3366.6,15,1.0,162,7,19,1477,0.001423,0.0243,25.4403,8,7.3,0.0171,0.0039,0,0,0,0,0.04486,0.015625,62,0.6517,0.3337,0.261,67,50,45,835,1294,511,1.0,0.0,0,0,0,0.005607,0.005089,1.1019,1.0,1
10,5000,3259,2,4,0,1.9916,2,16.3,3,3251,4.68,0.9737,3347.1,8,1.0,151,5,16,1395,0.001443,0.0257,16.632,9,8.0,0.0139,0.004,0,0,0,0,0.053465,0.015625,61,0.7078,0.3654,0.2594,60,49,42,851,1294,532,1.0,0.0,0,0,0,0.0,0.004164,0.0,1.0,1
11,5000,3256,2,8,0,1.9772,2,16.3,6,3238,4.65,0.9772,3331.9,18,1.0,138,2,15,1344,0.001621,0.0362,40.0891,10,8.9,0.0181,0.0054,1,0,0,0,0.049041,0.015625,59,0.6814,0.4144,0.2583,55,42,41,848,1263,495,1.0,0.0,0,0,0,0.0,0.00347,0.0,1.0,1
12,5000,3167,0,0,1,1.9858,2,17.0,0,3157,4.55,0.9578,3306.5,10,1.0,127,0,11,1283,0.001649,0.0429,23.8095,11,9.9,0.0158,0.0057,0,0,0,0,0.063205,0.015625,58,0.7528,0.4705,0.2605,51,40,36,769,1327,523,1.0,0.0,0,0,0,0.002257,0.003283,0.6875,1.0,1
13,5000,3263,2,5,1,1.9888,1,16.6,4,3249,4.72,0.9887,3300.3,14,1.0,119,4,12,1237,0.001663,0.0381,32.1782,12,10.7,0.0161,0.0054,1,0,0,0,0.061905,0.015625,58,0.7476,0.5086,0.266,48,35,36,844,1271,521,1.0,0.0,0,0,0,0.004762,0.003494,1.3627,1.0,1
14,5000,3252,2,5,3,1.9928,1,16.8,5,3240,4.71,0.9873,3293.9,12,1.0,114,3,8,1205,0.001866,0.0429,27.027,13,11.4,0.0167,0.0067,1,0,0,0,0.054762,0.015625,58,0.7147,0.5634,0.2685,49,30,35,815,1314,552,1.0,0.0,0,0,0,0.004762,0.003663,1.2998,1.0,1
15,5000,3213,0,0,3,1.9986,2,16.5,0,3213,4.6,0.9785,3283.8,0,1.0,107,0,7,1153,0.001723,0.0326,0.0,14,12.4,0.0163,0.0061,0,0,0,0,0.0625,0.015625,58,0.75,0.6259,0.2708,47,26,34,840,1243,536,1.0,0.0,0,0,0,0.002717,0.003545,0.7665,1.0,1
16,5000,3282,1,4,3,1.9993,1,16.4,4,3278,4.69,0.9995,3283.5,4,1.0,101,1,7,1105,0.001693,0.0332,11.396,15,13.3,0.0161,0.0057,0,0,0,0,0.058172,0.015625,57,0.7314,0.673,0.2705,45,23,33,840,1255,567,1.0,0.0,0,0,0,0.00277,0.003454,0.802,1.0,1
17,5000,3125,1,4,3,1.9982,1,16.3,8,3117,4.54,0.9568,3265.9,8,1.0,98,2,5,1086,0.001783,0.0342,21.7984,16,14.0,0.0176,0.0066,0,0,0,0,0.052632,0.015625,56,0.7031,0.7203,0.2717,43,21,34,835,1244,474,1.0,0.0,0,0,0,0.0,0.00307,0.0,1.0,1
18,5000,3199,0,0,1,1.9952,2,16.6,9,3190,4.58,0.9816,3258.9,9,1.0,98,4,4,1092,0.00174,0.0366,28.3912,17,14.6,0.0165,0.0065,0,0,0,0,0.054878,0.015625,55,0.7153,0.7691,0.2718,43,19,36,781,1273,538,1.0,0.0,0,0,0,0.0,0.002747,0.0,1.0,1
19,5000,3153,1,3,3,1.9913,1,16.3,10,3138,4.5,0.9707,3248.3,15,1.0,98,5,5,1100,0.001733,0.0333,40.9357,18,15.1,0.0169,0.0065,0,0,0,0,0.047222,0.015625,57,0.6691,0.808,0.272,42,20,36,798,1207,556,1.0,0.0,0,0,0,0.002778,0.00275,1.0101,1.0,1
20,5000,3242,0,0,3,1.9942,1,16.3,2,3235,4.68,0.9982,3247.7,7,1.0,92,2,8,1070,0.001595,0.0373,16.5289,19,15.8,0.0187,0.007,0,0,0,0,0.056,0.015625,53,0.721,0.8373,0.2749,40,18,34,828,1296,504,1.0,0.0,0,0,0,0.002667,0.002742,0.9725,0.9972,0
21,5000,3164,1,4,1,1.9661,1,16.3,1,3158,4.53,0.9766,3239.7,6,1.0,87,2,7,1046,0.001703,0.0357,16.9492,20,16.7,0.014,0.0069,0,0,0,0,0.058442,0.015625,51,0.7326,0.8666,0.2791,37,17,33,768,1252,548,1.0,0.0,0,0,0,0.006494,0.003099,2.0951,1.1095,0
22,5000,3148,4,5,1,1.971,1,16.4,0,3129,4.5,0.9743,3231.0,19,1.0,87,7,7,1066,0.001998,0.0317,56.7164,21,16.4,0.0183,0.0068,2,0,0,0,0.048991,0.015625,51,0.6811,0.8954,0.2807,38,14,35,763,1280,532,1.0,0.0,0,0,0,0.002882,0.003079,0.9361,0.9936,0
23,5000,3216,0,0,1,1.9322,2,16.3,1,3210,4.63,0.9958,3229.6,6,1.0,82,1,6,1040,0.001847,0.0351,15.3846,22,17.9,0.021,0.0078,0,0,0,0,0.052632,0.015625,50,0.7031,0.9188,0.2825,36,13,33,784,1322,509,1.0,0.0,0,0,0,0.008772,0.003621,2.4226,1.1423,0
24,5000,3219,1,5,0,1.9518,1,16.4,0,3209,4.67,0.997,3228.6,10,1.0,78,1,5,1000,0.002038,0.0324,30.3951,23,18.6,0.0197,0.0075,1,0,0,0,0.052941,0.015625,48,0.7049,0.9511,0.286,36,12,30,819,1279,576,1.0,0.0,0,0,0,0.002941,0.003556,0.8271,0.9827,0
25,4999,3245,0,0,0,1.9428,1,16.5,3253,0,4.64,1.0068,3230.9,0,1.0,73,0,5,961,0.001728,0.0357,0.0,24,19.6,0.0215,0.0077,0,0,0,0,0.051948,0.015625,44,0.6992,0.9998,0.29,34,11,28,816,1321,511,1.0,0.0,0,0,0,0.003247,0.003527,0.9206,0.9921,0
26,4998,3146,0,0,0,1.9383,1,16.4,0,3146,4.59,0.9762,3222.8,0,1.0,69,0,4,937,0.001777,0.0456,0.0,25,20.9,0.0233,0.0087,0,0,0,0,0.068404,0.015625,43,0.7716,1.065,0.2962,32,11,26,815,1264,499,1.0,0.0,0,0,0,0.006515,0.003811,1.7093,1.0709,0
27,4998,3174,0,0,0,1.9431,1,16.4,0,3174,4.6,0.9863,3218.2,0,1.0,66,0,3,895,0.001961,0.0415,0.0,26,21.7,0.0234,0.0087,0,0,0,0,0.055363,0.015625,42,0.7178,1.1134,0.3021,31,10,25,826,1244,542,1.0,0.0,0,0,0,0.0,0.003448,0.0,0.9,0
28,4998,3226,2,4,3,1.8375,1,16.3,3238,0,4.62,1.0067,3220.4,4,1.0,64,2,4,897,0.001742,0.0515,15.0376,27,22.0,0.0274,0.01,0,0,0,0,0.055147,0.015625,41,0.7167,1.1391,0.3067,29,9,26,781,1270,577,1.0,0.0,0,0,0,0.003676,0.00347,1.0595,1.0059,0
29,4997,3247,2,5,3,1.9395,1,16.4,3257,0,4.67,1.0128,3224.8,9,1.0,63,4,5,880,0.002031,0.0413,29.9003,28,21.8,0.0245,0.0094,1,0,0,0,0.08254,0.015625,41,0.8107,1.1709,0.3116,27,9,27,828,1256,552,1.0,0.0,0,0,0,0.003175,0.003442,0.9223,0.9922,0
30,4997,3235,0,0,3,1.9799,2,16.5,3238,0,4.61,1.006,3226.8,8,1.0,60,3,6,858,0.002181,0.0496,29.4118,29,22.9,0.0268,0.0112,0,0,0,0,0.074468,0.015625,41,0.7902,1.1957,0.3171,27,8,25,768,1340,540,1.0,0.0,0,0,0,0.014184,0.004465,3.1768,1.2,0
31,4997,3235,1,3,3,1.9701,1,16.5,3234,0,4.56,1.0037,3228.0,6,1.0,60,4,4,846,0.002196,0.0463,21.8978,30,22.4,0.0262,0.0092,0,0,0,0,0.05694,0.015625,37,0.7256,1.2277,0.3205,26,7,27,784,1311,547,1.0,0.0,0,0,0,0.0,0.00404,0.0,0.9,0
32,4997,3229,0,0,3,1.969,1,16.5,3221,0,4.6,1.0003,3228.1,8,1.0,60,2,2,843,0.001673,0.0375,26.4901,31,23.3,0.0257,0.0087,0,1,0,0,0.053125,0.015625,37,0.7059,1.2621,0.3245,27,7,26,853,1308,486,1.0,0.0,0,0,0,0.00625,0.00425,1.4705,1.0471,0
33,4996,3195,0,0,3,1.9636,1,16.5,6,3189,4.65,0.9907,3225.0,6,1.0,58,0,2,827,0.002001,0.0632,24.2915,32,25.1,0.024,0.0117,0,0,0,0,0.071146,0.015625,36,0.7804,1.3135,0.3287,27,7,24,777,1318,526,1.0,0.0,0,0,0,0.0,0.003845,0.0,0.9,0
34,4995,3234,0,0,3,1.9345,1,16.5,3231,0,4.58,1.0034,3226.1,6,1.0,54,0,4,793,0.001622,0.0406,22.7273,33,25.5,0.0247,0.0094,0,0,0,0,0.059041,0.015625,34,0.7354,1.343,0.3329,24,6,24,826,1222,557,1.0,0.0,0,0,0,0.0,0.003479,0.0,0.9,0
35,4995,3164,0,0,3,1.9803,1,16.6,8,3157,4.6,0.9828,3220.3,7,1.0,55,2,1,813,0.00158,0.0466,22.4719,34,26.1,0.0232,0.0086,0,0,0,0,0.082437,0.015625,35,0.8105,1.3574,0.3379,24,6,25,778,1284,502,1.0,0.0,0,0,0,0.003584,0.003489,1.0272,1.0027,0
36,4994,3153,3,4,3,1.9875,1,16.4,8,3140,4.52,0.9811,3213.9,13,1.0,60,6,1,851,0.001688,0.0347,46.7626,35,24.8,0.0216,0.0077,0,0,0,0,0.0625,0.015625,36,0.75,1.3817,0.3411,25,6,29,858,1228,508,1.0,0.0,0,0,0,0.0,0.003157,0.0,0.9,0
37,4993,3197,2,5,3,1.9502,1,16.3,16,3181,4.59,0.9952,3212.3,16,1.0,58,2,4,881,0.001783,0.0433,59.7015,36,25.9,0.0229,0.0083,1,0,0,0,0.083032,0.015625,38,0.8118,1.4033,0.3429,25,6,27,818,1279,534,1.0,0.0,0,0,0,0.01083,0.003888,2.7858,1.1786,0
38,4993,3126,1,5,3,1.9776,2,16.3,13,3108,4.62,0.9756,3204.1,18,1.0,57,1,2,861,0.002494,0.0463,71.4286,37,26.6,0.0247,0.0097,1,0,0,0,0.054054,0.015625,38,0.7109,1.4226,0.3431,24,6,27,771,1262,521,1.0,0.0,0,0,0,0.0,0.003517,0.0,0.9,0
