window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6043,17,6,0,1.9989,0,18.2,0,0,6.61,1.0,6043.0,682,1.0,423,649,226,2322,0.000851,0.0084,415.7509,0,0.0,0.0042,0.001,1,0,0,0,0.031294,0.015625,64,0.5007,0.0313,0.2641,127,206,90,2057,1411,1468,1.0,0.0,0,0,0,0.000467,0.000467,1.0,1.0,1
2,5000,4188,4,3,0,1.9988,0,17.1,515,3652,5.62,0.8732,4820.3,536,1.0,408,32,47,2417,0.000932,0.0073,360.7552,1,1.0,0.0021,0.0011,0,0,0,0,0.033784,0.015625,64,0.5375,0.0627,0.2588,130,193,85,1315,1357,766,1.0,0.0,0,0,0,0.009875,0.006739,1.4653,1.0,1
3,5000,3578,3,5,0,1.9989,0,16.8,321,3291,5.18,0.8574,4218.7,287,1.0,328,6,86,2335,0.000951,0.0093,257.1685,2,1.9,0.0046,0.0014,1,0,0,0,0.042203,0.015625,64,0.6298,0.1003,0.2611,121,132,75,1023,1316,564,1.0,0.0,0,0,0,0.033619,0.020179,1.666,1.0,1
4,5000,3451,1,5,0,1.9989,0,16.7,130,3341,4.89,0.8864,3921.6,110,1.0,243,6,91,2093,0.001107,0.012,129.717,3,2.9,0.0096,0.0019,1,0,0,0,0.042829,0.015625,63,0.6352,0.1431,0.2648,106,83,54,898,1335,560,1.0,0.0,0,0,0,0.060757,0.03641,1.6687,1.0,1
5,5000,3212,1,5,0,1.999,0,16.8,12,3194,4.59,0.8724,3686.4,18,1.0,218,3,28,1717,0.00139,0.019,30.2521,4,3.8,0.0131,0.003,1,0,0,0,0.045959,0.015625,63,0.66,0.1748,0.2752,98,68,52,793,1253,539,1.0,0.0,0,0,0,0.0,0.024274,0.0,1.0,1
6,5000,3153,1,3,0,1.9991,0,16.6,6,3147,4.58,0.8922,3534.0,6,1.0,184,1,35,1530,0.001496,0.022,11.4286,5,4.8,0.0142,0.0034,0,0,0,0,0.047706,0.015625,60,0.6725,0.216,0.2799,83,52,49,806,1211,502,1.0,0.0,0,0,0,0.001835,0.017863,0.1027,1.0,1
7,5000,3234,1,4,0,1.9994,2,16.5,10,3224,4.65,0.935,3459.0,10,1.0,160,1,25,1415,0.001534,0.0206,19.685,6,5.7,0.0106,0.0035,0,1,0,0,0.058161,0.015625,59,0.7314,0.2742,0.2864,74,42,44,882,1255,523,1.0,0.0,0,0,0,0.001876,0.013866,0.1353,1.0,1
8,5000,3296,1,4,0,1.9969,2,16.5,12,3284,4.7,0.963,3422.8,12,1.0,146,1,15,1315,0.001685,0.0236,26.7261,7,6.7,0.0129,0.0044,0,0,0,0,0.070815,0.015625,59,0.7794,0.345,0.2934,65,36,45,860,1306,525,1.0,0.0,0,0,0,0.0,0.010785,0.0,1.0,1
9,5000,3110,0,0,3,1.9988,2,16.5,9,3101,4.52,0.9255,3360.2,9,1.0,133,2,15,1224,0.001708,0.0232,21.6867,8,7.5,0.0116,0.0044,0,0,0,0,0.053364,0.015625,57,0.7072,0.3983,0.3029,61,31,41,787,1234,497,1.0,0.0,0,0,0,0.0,0.008628,0.0,1.0,1
10,5000,3235,1,5,3,1.9994,1,16.6,7,3224,4.65,0.9695,3337.6,11,1.0,127,1,7,1192,0.001724,0.0272,28.133,9,8.5,0.0185,0.0055,1,0,0,0,0.064198,0.015625,57,0.7566,0.4625,0.3112,59,27,41,828,1256,520,1.0,0.0,0,0,0,0.002469,0.007508,0.3289,1.0,1
