window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,5922,13,3,0,1.9988,0,18.6,0,0,6.53,1.0,5922.0,608,1.0,382,585,203,2031,0.000941,0.0062,406.9612,0,0.0,0.0,0.0011,0,0,0,0,0.034715,0.015625,64,0.5499,0.0347,0.2393,128,156,98,2073,1368,1328,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1
2,5000,4042,5,3,0,1.9988,0,17.7,520,3504,5.43,0.8673,4680.0,538,1.0,372,30,40,2141,0.001038,0.0067,430.7446,1,0.9,0.0,0.0011,0,0,0,0,0.030377,0.015625,63,0.4856,0.0639,0.2318,134,144,94,1350,1230,737,1.0,0.0,0,0,0,0.006683,0.004455,1.5,1.0,1
3,5000,3664,4,5,0,1.9989,0,17.4,343,3318,5.26,0.8827,4188.5,346,1.0,320,12,64,2141,0.001013,0.009,302.7122,2,1.9,0.006,0.0014,3,0,0,0,0.031099,0.015625,63,0.4976,0.0936,0.2186,133,103,84,1061,1317,632,1.0,0.0,0,0,0,0.023497,0.013976,1.6812,1.0,1
4,5000,3313,0,0,1,1.9989,0,16.9,134,3203,4.82,0.8689,3851.9,110,1.0,234,0,86,1901,0.001176,0.0162,133.2518,3,2.9,0.0139,0.0022,0,0,0,0,0.038579,0.015625,62,0.595,0.1129,0.2157,115,60,59,915,1218,516,1.0,0.0,0,0,0,0.054822,0.030315,1.8084,1.0,1
5,5000,3278,0,0,0,1.9989,0,16.8,21,3254,4.74,0.8959,3661.3,24,1.0,165,0,69,1530,0.00153,0.0258,40.747,4,3.8,0.0187,0.0031,0,0,0,0,0.037879,0.015625,60,0.5875,0.1453,0.219,85,39,41,851,1288,539,1.0,0.0,0,0,0,0.062121,0.040917,1.5182,1.0,1
6,5000,3252,1,5,0,1.9992,0,16.7,4,3240,4.65,0.9175,3544.3,12,1.0,153,5,17,1297,0.001768,0.0218,19.1224,5,4.8,0.0147,0.0036,1,0,0,0,0.048035,0.015625,58,0.6747,0.1803,0.2238,76,36,41,795,1314,540,1.0,0.0,0,0,0,0.00655,0.031098,0.2106,1.0,1
7,5000,3314,0,0,3,1.9984,1,16.9,3,3311,4.7,0.9505,3486.8,3,1.0,143,3,13,1229,0.001795,0.0272,0.0,6,5.8,0.0187,0.0043,0,0,0,0,0.040816,0.015625,57,0.6172,0.2211,0.2271,71,33,39,872,1312,503,1.0,0.0,0,0,0,0.006803,0.025024,0.2718,1.0,1
8,5000,3216,0,0,3,1.9997,1,16.8,0,3216,4.61,0.9385,3426.6,0,1.0,133,0,10,1161,0.001729,0.018,0.0,7,6.8,0.014,0.0038,0,0,0,0,0.038202,0.015625,56,0.591,0.248,0.2346,66,32,35,799,1302,525,1.0,0.0,0,0,0,0.002247,0.019962,0.1126,1.0,1
9,5000,3140,3,3,0,1.9985,1,16.9,0,3137,4.53,0.932,3369.3,3,1.0,123,4,14,1108,0.001833,0.0344,8.9552,8,7.6,0.0172,0.005,0,0,0,0,0.037249,0.015625,57,0.5805,0.2738,0.2376,59,29,35,802,1245,491,1.0,0.0,0,0,0,0.002865,0.016543,0.1732,1.0,1
10,5000,3140,1,4,0,1.998,1,16.8,4,3136,4.59,0.9436,3327.6,4,1.0,117,1,7,1073,0.001901,0.0262,10.8696,9,8.5,0.019,0.0051,0,0,0,0,0.041995,0.015625,57,0.6279,0.3106,0.2423,57,25,35,861,1211,531,1.0,0.0,0,0,0,0.0,0.013535,0.0,1.0,1
11,5000,3177,0,0,1,1.9971,2,16.6,1,3176,4.64,0.962,3302.5,1,1.0,110,1,8,1028,0.001861,0.0348,3.2787,10,9.4,0.0222,0.0053,0,0,0,0,0.047468,0.015625,55,0.6708,0.3485,0.2537,54,24,32,800,1239,507,1.0,0.0,0,0,0,0.0,0.011279,0.0,1.0,1
12,5000,3262,0,0,0,1.9771,1,16.7,0,3262,4.67,0.9896,3296.3,0,1.0,105,0,5,995,0.001803,0.0298,0.0,11,10.3,0.0134,0.0055,0,0,0,0,0.071429,0.015625,55,0.7812,0.3902,0.259,52,22,31,857,1317,520,1.0,0.0,0,0,0,0.0,0.009544,0.0,1.0,1
13,5000,3145,2,4,0,1.9629,1,16.8,4,3137,4.52,0.9604,3274.6,8,1.0,104,4,5,1000,0.001771,0.0301,24.9221,12,11.0,0.0136,0.0052,0,0,0,0,0.045181,0.015625,56,0.6542,0.4354,0.2621,50,23,31,832,1245,529,1.0,0.0,0,0,0,0.003012,0.008611,0.3498,1.0,1
14,5000,3185,1,5,3,1.9489,1,16.8,4,3176,4.52,0.9762,3262.7,9,1.0,99,1,6,980,0.001868,0.0317,26.7062,13,11.8,0.0167,0.0064,1,0,0,0,0.097983,0.015625,55,0.8405,0.5334,0.2711,47,20,32,783,1269,551,1.0,0.0,0,0,0,0.0,0.007463,0.0,1.0,1
