window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6119,17,5,0,1.9983,0,18.3,0,0,6.71,1.0,6119.0,645,1.0,390,613,223,2222,0.000905,0.0064,408.2278,0,0.0,0.0064,0.001,1,0,0,0,0.033465,0.015625,64,0.5331,0.0335,0.2554,114,191,85,2098,1357,1486,1.0,0.0,0,0,0,0.000492,0.000492,1.0,1.0,1
2,5000,4040,6,7,0,1.9984,0,17.2,478,3524,5.4,0.8551,4744.3,516,1.0,385,46,51,2338,0.000976,0.0091,386.057,1,0.9,0.0034,0.0011,0,0,0,0,0.031927,0.015625,64,0.5106,0.0654,0.2493,125,170,90,1288,1279,752,1.0,0.0,0,0,0,0.011403,0.007766,1.4683,1.0,1
3,5000,3644,1,4,0,1.9984,0,16.9,281,3372,5.26,0.8723,4207.2,272,1.0,319,11,77,2245,0.001002,0.0125,234.6851,2,1.9,0.0069,0.0015,0,0,0,0,0.038062,0.015625,64,0.5895,0.1014,0.25,115,125,79,1029,1297,597,1.0,0.0,0,0,0,0.031142,0.019454,1.6008,1.0,1
4,5000,3335,0,0,1,1.9984,0,16.8,88,3271,4.8,0.8684,3867.9,64,1.0,214,2,107,1958,0.001174,0.0126,85.4817,3,2.8,0.008,0.0021,0,0,0,0,0.044571,0.015625,64,0.6494,0.1402,0.2515,94,68,52,932,1284,551,1.0,0.0,0,0,0,0.074286,0.041387,1.7949,1.0,1
5,5000,3320,3,5,0,1.9984,0,16.7,15,3306,4.67,0.902,3687.3,14,1.0,163,4,55,1558,0.001489,0.0144,25.3165,4,3.7,0.0128,0.0027,1,0,0,0,0.044872,0.015625,62,0.6518,0.1851,0.2478,74,48,41,866,1271,590,1.0,0.0,0,0,0,0.05609,0.046288,1.2118,1.0,1
6,5000,3178,0,0,1,1.9988,1,16.6,0,3173,4.56,0.8973,3541.8,5,1.0,147,0,16,1284,0.001856,0.0278,11.9904,5,4.7,0.0185,0.004,0,0,0,0,0.060185,0.015625,60,0.7404,0.2337,0.2535,68,43,36,819,1258,521,1.0,0.0,0,0,0,0.0,0.033063,0.0,1.0,1
7,5000,3193,1,4,0,1.9947,1,16.6,4,3184,4.58,0.9243,3454.6,9,1.0,136,1,12,1231,0.001911,0.036,21.2766,6,5.7,0.0258,0.0049,0,0,0,0,0.062921,0.015625,59,0.7517,0.2676,0.2625,67,37,32,852,1255,518,1.0,0.0,0,0,0,0.004494,0.025921,0.1734,1.0,1
8,5000,3250,1,3,0,1.997,1,16.7,7,3243,4.68,0.9533,3409.1,7,1.0,125,1,12,1149,0.001883,0.0245,19.4986,7,6.7,0.0109,0.0046,0,0,0,0,0.059946,0.015625,59,0.7393,0.3229,0.2694,66,33,26,844,1310,466,1.0,0.0,0,0,0,0.0,0.02016,0.0,1.0,1
9,5000,3241,0,0,1,1.9967,2,16.6,7,3234,4.68,0.9602,3375.5,7,1.0,115,0,10,1093,0.001919,0.0434,19.4986,8,7.7,0.0298,0.0056,0,0,0,0,0.056911,0.015625,58,0.7254,0.3798,0.273,61,31,23,839,1314,496,1.0,0.0,0,0,0,0.00271,0.01667,0.1626,1.0,1
10,5000,3287,1,5,0,1.9888,1,16.6,3,3279,4.69,0.9784,3359.4,8,1.0,107,1,9,1048,0.002069,0.0325,24.5399,9,8.6,0.0237,0.006,1,0,0,0,0.053254,0.015625,57,0.7066,0.433,0.274,59,28,20,830,1308,491,1.0,0.0,0,0,0,0.0,0.013639,0.0,1.0,1
11,5000,3199,4,5,0,1.9717,1,16.6,8,3181,4.63,0.9599,3332.7,18,1.0,106,4,5,1086,0.0021,0.0416,50.8475,10,9.2,0.0286,0.0074,3,0,0,0,0.074792,0.015625,58,0.7911,0.4801,0.2824,58,27,21,787,1289,531,1.0,0.0,0,0,0,0.00277,0.011828,0.2342,1.0,1
12,5000,3226,3,5,0,1.9678,2,16.7,8,3209,4.62,0.9728,3316.3,17,1.0,111,7,2,1132,0.002097,0.0333,45.4545,11,9.5,0.0238,0.0066,1,0,0,0,0.064103,0.015625,59,0.7562,0.5353,0.2853,62,27,22,800,1289,515,1.0,0.0,0,0,0,0.0,0.010008,0.0,1.0,1
13,5000,3294,1,3,3,1.9471,2,16.5,8,3281,4.67,0.9942,3313.1,13,1.0,106,1,6,1119,0.002071,0.0364,35.0404,12,10.6,0.0256,0.0069,0,0,0,0,0.05974,0.015625,56,0.7385,0.595,0.2891,61,24,21,843,1284,537,1.0,0.0,0,0,0,0.0,0.008578,0.0,1.0,1
14,5000,3107,1,4,3,1.9328,2,16.8,3,3100,4.55,0.9456,3285.6,7,1.0,98,2,10,1073,0.001845,0.0292,20.8955,13,11.2,0.0158,0.0058,0,0,0,0,0.046647,0.015625,53,0.665,0.6416,0.294,56,21,21,797,1263,471,1.0,0.0,0,0,0,0.0,0.007435,0.0,1.0,1
15,5000,3174,3,5,1,1.9073,2,16.6,7,3157,4.59,0.9702,3271.7,17,1.0,97,4,5,1085,0.001968,0.0318,50.4451,14,11.7,0.0228,0.0063,1,0,0,0,0.052023,0.015625,53,0.6997,0.6705,0.2979,52,21,24,817,1213,517,1.0,0.0,0,0,0,0.0,0.006505,0.0,1.0,1
16,5000,3301,1,5,0,1.9083,2,16.5,3304,0,4.75,1.0119,3276.9,12,1.0,94,1,4,1071,0.00206,0.0326,30.9278,15,12.5,0.0223,0.0075,1,0,0,0,0.070175,0.015625,51,0.7773,0.7017,0.3049,51,20,23,851,1333,514,1.0,0.0,0,0,0,0.0,0.00574,0.0,1.0,1
17,5000,3207,1,4,1,1.9355,2,16.5,7,3195,4.62,0.981,3269.1,12,1.0,87,1,8,1026,0.00209,0.038,39.0879,16,13.3,0.0207,0.0075,0,0,0,0,0.056962,0.015625,50,0.7257,0.7551,0.3089,46,17,24,832,1262,518,1.0,0.0,0,0,0,0.0,0.005102,0.0,1.0,1
18,5000,3268,0,0,3,1.9554,2,16.4,4,3264,4.61,0.9997,3269.0,4,1.0,82,0,5,1001,0.002044,0.0357,13.3779,17,14.4,0.0256,0.0075,0,0,0,0,0.071429,0.015625,48,0.7812,0.8265,0.316,43,16,23,896,1262,531,1.0,0.0,0,0,0,0.003247,0.004907,0.6617,1.0,1
19,5000,3217,1,5,3,1.9092,1,16.4,4,3208,4.51,0.9857,3263.8,9,1.0,78,1,5,982,0.002048,0.0353,29.5082,18,15.2,0.0218,0.0073,1,0,0,0,0.070513,0.015625,47,0.7784,0.8746,0.3197,38,16,24,780,1315,555,1.0,0.0,0,0,0,0.003205,0.004737,0.6767,1.0,1
20,5000,3212,1,5,1,1.9411,1,16.4,4,3203,4.6,0.9856,3258.9,9,1.0,71,1,8,914,0.002253,0.046,35.2941,19,15.8,0.0247,0.0092,1,0,0,0,0.065134,0.015625,44,0.7601,0.9129,0.3252,34,13,24,807,1290,531,1.0,0.0,0,0,0,0.0,0.004286,0.0,0.9,0
21,5000,3146,0,0,1,1.9657,2,16.5,3,3138,4.48,0.9686,3248.1,8,1.0,69,3,5,928,0.001808,0.0417,23.4114,20,16.8,0.0253,0.0084,0,0,0,0,0.057692,0.015625,44,0.7292,0.961,0.3303,34,12,23,808,1284,498,1.0,0.0,0,0,0,0.016026,0.005404,2.9657,1.1966,0
22,5000,3303,1,4,1,1.8765,1,16.4,3338,0,4.74,1.0275,3257.5,9,1.0,65,1,5,866,0.002768,0.0446,33.7079,21,17.2,0.0247,0.0091,0,0,0,0,0.05948,0.015625,43,0.7373,0.9982,0.3371,32,10,23,835,1256,561,1.0,0.0,0,0,0,0.0,0.004889,0.0,0.9,0
23,5000,3095,2,5,3,1.8553,1,16.3,0,3085,4.55,0.9546,3242.0,10,1.0,62,5,8,851,0.002196,0.052,38.4615,22,17.0,0.0266,0.0112,1,0,0,0,0.070632,0.015625,39,0.7788,1.0502,0.3459,32,8,22,806,1236,502,1.0,0.0,0,0,0,0.0,0.004423,0.0,0.9,0
24,5000,3223,1,5,3,1.8678,2,16.5,0,3218,4.61,0.9947,3240.2,5,1.0,58,1,5,824,0.002344,0.0492,19.1571,23,17.7,0.0274,0.0105,1,0,0,0,0.07197,0.015625,40,0.7829,1.1222,0.352,32,6,20,855,1245,510,1.0,0.0,0,0,0,0.0,0.004002,0.0,0.9,0
25,4999,3128,0,0,3,1.8107,2,16.4,0,3128,4.54,0.9686,3229.5,0,1.0,58,0,0,823,0.002264,0.043,0.0,24,18.7,0.0288,0.0102,0,0,0,0,0.058594,0.015625,40,0.7333,1.1729,0.3566,32,6,20,816,1214,503,1.0,0.0,0,0,0,0,0.003621,0.0,0.9,0
