window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6179,14,4,0,1.9987,0,26.5,0,0,6.71,1.0,6179.0,644,1.0,401,618,217,2139,0.000915,0.0064,414.0373,0,0.0,0.0,0.0011,0,0,0,0,0.037346,0.015625,64,0.5816,0.0373,0.2429,129,189,83,2125,1385,1512,1.0,0.0,0,0,0,0.000983,0.000983,1.0,1.0,1
2,5000,4038,2,3,0,1.9987,0,23.5,483,3540,5.43,0.8527,4773.0,498,1.0,370,7,38,2163,0.001056,0.0061,400.8065,1,1.0,0.0,0.0011,0,0,0,0,0.036585,0.015625,64,0.5729,0.0739,0.241,124,166,80,1331,1280,760,1.0,0.0,0,0,0,0.013415,0.009271,1.447,1.0,1
3,5000,3528,1,5,0,1.9987,0,16.9,274,3282,5.11,0.8547,4167.5,246,1.0,304,3,69,2096,0.001073,0.0093,234.0019,2,2.0,0.0093,0.0016,1,0,0,0,0.037123,0.015625,63,0.5791,0.1025,0.249,119,115,70,1039,1277,595,1.0,0.0,0,0,0,0.034029,0.02165,1.5718,1.0,1
4,5000,3396,2,5,0,1.9987,0,17.0,93,3326,4.8,0.8839,3868.1,70,1.0,201,2,105,1873,0.001243,0.02,104.7904,3,2.9,0.0146,0.0025,2,0,0,0,0.041302,0.015625,63,0.6217,0.1238,0.2533,92,56,53,913,1284,558,1.0,0.0,0,0,0,0.090113,0.049035,1.8377,1.0,1
5,5000,3178,0,0,3,1.9988,0,16.8,10,3174,4.62,0.8747,3640.1,4,1.0,175,0,26,1401,0.001685,0.0292,8.1136,4,3.9,0.0201,0.0038,0,0,0,0,0.042885,0.015625,59,0.6357,0.149,0.2689,79,49,47,865,1237,541,1.0,0.0,0,0,0,0.0,0.03269,0.0,1.0,1
6,5000,3160,2,4,0,1.999,1,16.7,10,3150,4.61,0.9021,3502.9,10,1.0,164,7,18,1374,0.00164,0.0214,20.1342,5,4.8,0.0107,0.0035,0,0,0,0,0.040685,0.015625,59,0.616,0.1875,0.2772,68,51,45,852,1281,483,1.0,0.0,0,0,0,0.002141,0.023962,0.0894,1.0,1
7,5000,3223,2,4,0,1.9994,1,16.8,12,3211,4.59,0.9388,3432.9,12,1.0,156,4,12,1333,0.001676,0.0233,26.7857,6,5.6,0.012,0.0036,0,0,0,0,0.042283,0.015625,59,0.6305,0.2298,0.2818,63,49,44,798,1280,530,1.0,0.0,0,0,0,0.0,0.017971,0.0,1.0,1
8,5000,3127,0,0,1,1.9993,2,16.7,0,3127,4.52,0.9293,3364.9,0,1.0,147,0,9,1255,0.001721,0.024,0.0,7,6.6,0.016,0.004,0,0,0,0,0.043165,0.015625,57,0.638,0.273,0.2873,62,42,43,809,1199,542,1.0,0.0,0,0,0,0.0,0.013978,0.0,1.0,1
9,5000,3259,4,5,0,1.9971,1,16.7,3,3246,4.61,0.9747,3343.8,13,1.0,139,4,12,1273,0.0017,0.0282,31.8627,8,7.5,0.016,0.0044,2,0,0,0,0.056471,0.015625,55,0.7233,0.32,0.296,56,40,43,822,1297,534,1.0,0.0,0,0,0,0.0,0.011182,0.0,1.0,1
10,5000,3154,1,5,1,1.9971,1,16.6,2,3142,4.58,0.9531,3309.3,12,1.0,131,3,11,1250,0.001856,0.0303,31.25,9,8.3,0.0219,0.0054,1,0,0,0,0.05303,0.015625,56,0.7054,0.3705,0.303,53,37,41,801,1247,498,1.0,0.0,0,0,0,0.002525,0.009608,0.2628,1.0,1
