seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
2,1,0,0,874,0,0,906,684,19.1502,1.5846,0.9168,0.9443,0.9218,0.9208,2706,A,B,A,B,0,0,0,0
2,2,1,2,263,0,0,258,668,19.3946,1.5847,0.8932,0.908,0.9128,0.9253,772,A,B,A,B,0,0,0,0
2,3,0,0,47,0,0,46,644,16.7238,1.5845,0.8113,0.9353,0.9678,0.9518,142,A,B,A,B,0,1,0,0
2,4,0,0,17,1,1,21,664,18.2805,1.5545,0.9852,0.971,0.8454,0.9495,66,A,B,A,B,4,0,0,0
2,5,0,0,19,0,0,14,618,18.5896,1.5644,0.998,0.65,0.469,0.684,46,A,B,A,B,4,0,0,0
2,6,0,0,12,0,0,16,687,19.6737,1.571,0.9183,0.8454,0.9852,0.7219,40,A,B,A,B,4,0,0,0
2,7,0,0,6,0,0,12,667,18.9203,1.4837,0.9852,0.9799,0.9183,0.9911,34,A,B,A,B,4,0,0,0
2,8,0,0,9,0,0,13,634,16.9532,1.5605,0.7219,0.8113,1.0,0.9911,36,A,B,A,B,4,0,0,0
2,9,0,0,3,0,0,8,670,18.1045,1.3615,0.9183,1.0,0.65,0.8631,25,A,B,neutral,B,4,0,0,0
2,10,0,0,9,0,0,8,703,20.3361,1.579,1.0,0.9183,0.9544,0.7219,27,A,B,A,B,1,1,0,0
2,11,0,0,13,0,0,10,703,21.2551,1.5566,0.5436,1.0,0.5917,0.8813,31,A,B,A,B,4,0,0,0
2,12,0,0,17,0,0,12,687,18.6195,1.4989,0.65,0.8631,0.0,0.8813,36,A,B,A,B,3,1,0,0
2,13,0,0,9,0,0,9,667,18.092,1.571,0.971,0.0,1.0,0.5033,30,A,B,A,B,4,0,0,0
2,14,0,0,16,0,0,6,684,20.2294,1.4831,0.8631,0.971,0.7496,0.9911,35,A,B,A,B,4,0,0,0
2,15,0,0,12,0,0,8,665,18.1689,1.5448,0.8631,0.8631,0.5436,0.971,27,A,B,A,B,3,1,0,0
2,16,0,0,8,0,0,14,677,18.996,1.4926,0.7219,0.7793,0.9183,0.0,28,A,B,A,B,3,1,0,0
2,17,0,0,7,0,0,11,621,17.4238,1.418,0.0,0.0,0.9183,0.7219,21,A,B,A,B,4,0,0,0
2,18,0,0,7,0,0,11,652,17.5958,1.561,0.7219,0.9183,0.9852,0.0,27,A,B,A,B,1,1,0,0
2,19,0,0,7,0,0,9,694,19.488,1.5743,0.9183,0.971,0.8113,0.0,23,A,B,A,B,3,1,0,0
2,20,0,0,10,0,0,9,643,17.2619,1.5697,0.8631,0.7642,0.0,0.971,26,A,B,A,B,4,0,0,0
2,21,0,0,8,0,0,11,641,17.5475,1.5157,1.0,0.0,0.5917,0.9183,24,A,B,A,B,3,1,0,0
2,22,1,2,8,1,2,12,628,17.1848,1.5632,0.8113,0.7642,0.9911,0.8631,29,A,B,A,B,4,0,0,0
2,23,0,0,11,0,0,22,649,17.5408,1.5309,0.971,0.9183,0.9911,0.8454,51,A,B,A,B,4,0,0,0
2,24,0,0,3,0,0,12,663,18.2197,1.3921,0.9183,0.9957,0.971,0.0,27,A,B,A,B,3,1,0,0
2,25,0,0,5,0,0,7,657,16.6939,1.5715,0.7219,1.0,0.9183,0.0,18,A,B,A,B,4,0,0,0
