seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
15,1,0,0,885,1,2,851,731,20.6981,1.5846,0.9202,0.9339,0.9092,0.9392,2636,A,B,A,B,0,0,0,0
15,2,0,0,249,0,0,282,684,18.6087,1.5831,0.9256,0.9266,0.9264,0.8941,796,A,B,A,B,3,1,0,0
15,3,0,0,33,0,0,44,706,19.3889,1.565,0.9183,0.6343,0.9072,0.885,107,A,B,A,B,4,1,0,0
15,4,0,0,14,0,0,12,650,18.25,1.581,0.994,0.0,0.8454,0.9183,38,A,B,A,B,4,0,0,0
15,5,0,0,12,0,0,10,695,19.6089,1.5514,0.684,1.0,0.8113,0.5436,29,A,B,A,B,4,0,0,0
15,6,0,0,12,0,0,6,683,18.534,1.474,0.0,0.971,0.0,0.9183,23,A,B,A,B,4,0,0,0
15,7,1,3,14,0,0,8,676,19.8115,1.4618,0.0,0.8631,0.0,1.0,27,A,B,A,B,4,0,0,0
15,8,0,0,10,0,0,9,655,17.8677,1.4365,0.65,0.0,0.65,0.7219,22,A,B,A,B,4,0,0,0
15,9,0,0,11,0,0,10,660,18.3181,1.5727,0.7219,0.7219,1.0,0.8113,29,A,B,A,B,4,0,0,0
15,10,0,0,12,0,0,11,645,18.7066,1.5494,0.469,0.5917,1.0,0.8631,30,A,B,A,B,4,0,0,0
15,11,0,0,9,0,0,10,695,18.8437,1.5671,0.8113,0.9911,0.9183,0.65,32,A,B,A,B,4,0,0,0
15,12,0,0,10,0,0,13,671,18.5362,1.5734,0.5436,0.8631,1.0,0.9183,33,A,B,A,B,4,0,0,0
15,13,0,0,12,0,0,11,682,19.3327,1.5722,0.9612,1.0,0.7219,0.9799,38,A,B,A,B,4,0,0,0
15,14,0,0,12,1,2,16,696,19.3402,1.546,0.5436,0.7219,0.9544,0.8454,37,A,B,A,B,1,1,0,0
15,15,0,0,19,0,0,19,680,18.3843,1.5765,0.5033,0.8113,0.9819,0.7793,53,A,B,A,B,1,1,0,0
15,16,0,0,15,0,0,19,660,18.1165,1.5743,0.971,0.9403,0.7496,0.9544,54,A,B,A,B,1,1,0,0
15,17,0,0,7,0,0,17,670,19.357,1.4952,0.9852,0.65,0.8113,0.9799,35,A,B,A,B,1,1,0,0
15,18,0,0,10,0,0,10,668,19.1321,1.5734,0.971,0.9183,0.9799,0.9852,33,A,B,A,B,1,1,0,0
15,19,0,0,5,0,0,7,643,18.327,1.5058,0.0,0.7219,1.0,0.0,15,A,B,A,B,4,1,0,0
15,20,0,0,7,0,0,10,653,17.7333,1.5697,0.8113,0.65,0.8113,0.9544,26,A,B,neutral,B,3,1,0,0
15,21,0,0,10,0,0,8,651,17.809,1.569,0.8113,0.8113,0.7219,1.0,25,A,B,A,B,4,1,0,0
15,22,0,0,13,0,0,11,647,18.8521,1.569,0.0,0.8113,0.8813,0.9911,33,A,B,A,B,4,1,0,0
15,23,1,2,13,0,0,9,690,19.0369,1.569,0.684,1.0,0.9183,0.9544,33,A,B,A,B,1,1,0,0
15,24,0,0,19,0,0,11,688,18.0715,1.5503,0.7496,0.9911,0.9183,0.971,45,A,B,A,B,1,1,0,0
15,25,0,0,13,0,0,6,662,18.4858,1.5144,0.8813,0.8113,0.971,0.9852,31,A,B,A,B,4,1,0,0
