cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
0,21,0.75,0.663,0.8654,21.7443,0.7778,0.7196,0.8398,19.0646,0.0278,0.0566,-0.0256,-2.6797,loss_familiarity,1,hosted
12,21,1.0,0.6607,0.8896,16.34,0.9444,0.6989,0.8752,23.0842,-0.0556,0.0382,-0.0145,6.7442,gain_familiarity,1,hosted
23,21,0.875,0.6547,0.8933,24.164,0.8889,0.6948,0.8519,18.4334,0.0139,0.0402,-0.0414,-5.7306,loss_familiarity,1,hosted
24,21,1.0,0.6822,0.8874,26.2964,1.0,0.7021,0.8505,21.3088,0.0,0.0199,-0.0369,-4.9876,loss_familiarity,1,hosted
28,21,0.6875,0.6425,0.8835,15.3206,0.7778,0.6268,0.8615,15.2443,0.0903,-0.0157,-0.022,-0.0763,,0,hosted
29,21,0.5,0.7082,0.8908,15.152,0.6111,0.7114,0.8138,17.1625,0.1111,0.0032,-0.0771,2.0105,gain_social|gain_familiarity,2,hosted
30,21,0.9375,0.6883,0.8812,20.6319,0.9444,0.6493,0.844,20.5657,0.0069,-0.039,-0.0372,-0.0662,,0,hosted
34,21,0.5,0.6992,0.8763,16.332,0.6111,0.645,0.8187,13.0058,0.1111,-0.0542,-0.0576,-3.3262,gain_social|loss_familiarity,2,hosted
35,21,0.875,0.6529,0.8827,22.8496,0.8889,0.7134,0.853,25.546,0.0139,0.0605,-0.0297,2.6964,gain_familiarity,1,hosted
47,21,0.375,0.6548,0.8499,23.1302,0.5556,0.6039,0.835,15.5553,0.1806,-0.051,-0.015,-7.5749,gain_social|loss_familiarity,2,hosted
59,21,0.4375,0.6541,0.8862,9.4704,0.5556,0.6966,0.8303,20.8886,0.1181,0.0425,-0.0559,11.4181,gain_social|gain_familiarity,2,hosted
75,21,0.9375,0.6268,0.8881,14.0564,0.8333,0.7029,0.8375,21.5505,-0.1042,0.0761,-0.0506,7.4941,loss_social|gain_familiarity,2,hosted
78,21,0.5,0.652,0.8554,10.774,0.6667,0.6273,0.8644,13.4891,0.1667,-0.0247,0.0089,2.7151,gain_social|gain_familiarity,2,hosted
79,21,0.0625,0.678,0.8215,23.0777,0.1111,0.654,0.8056,19.6969,0.0486,-0.0239,-0.0159,-3.3808,loss_familiarity,1,hosted
85,21,0.75,0.6382,0.8802,13.7231,0.7778,0.6488,0.8342,12.6605,0.0278,0.0106,-0.046,-1.0626,,0,hosted
0,22,0.7778,0.7196,0.8398,19.0646,0.7895,0.6505,0.8671,17.3433,0.0117,-0.0691,0.0273,-1.7213,,0,hosted
12,22,0.9444,0.6989,0.8752,23.0842,0.9474,0.6547,0.8461,22.1144,0.0029,-0.0443,-0.0291,-0.9698,,0,hosted
23,22,0.8889,0.6948,0.8519,18.4334,0.8947,0.6566,0.8486,13.5369,0.0058,-0.0382,-0.0033,-4.8965,loss_familiarity,1,hosted
24,22,1.0,0.7021,0.8505,21.3088,1.0,0.6112,0.8477,16.9765,0.0,-0.0909,-0.0027,-4.3323,loss_familiarity,1,hosted
28,22,0.7778,0.6268,0.8615,15.2443,0.7368,0.6533,0.8523,22.7607,-0.0409,0.0265,-0.0092,7.5165,gain_familiarity,1,hosted
29,22,0.6111,0.7114,0.8138,17.1625,0.7895,0.6275,0.8092,13.7147,0.1784,-0.084,-0.0046,-3.4479,gain_social|loss_familiarity,2,hosted
30,22,0.9444,0.6493,0.844,20.5657,1.0,0.6455,0.8317,16.4878,0.0556,-0.0038,-0.0123,-4.0779,loss_familiarity,1,hosted
35,22,0.8889,0.7134,0.853,25.546,0.8421,0.7157,0.8571,22.7638,-0.0468,0.0023,0.0041,-2.7822,loss_familiarity,1,hosted
47,22,0.5556,0.6039,0.835,15.5553,0.6842,0.6916,0.8186,12.6183,0.1287,0.0878,-0.0163,-2.937,gain_social|loss_familiarity,2,hosted
59,22,0.5556,0.6966,0.8303,20.8886,0.7368,0.7068,0.8094,16.2115,0.1813,0.0101,-0.0209,-4.6771,gain_social|loss_familiarity,2,hosted
75,22,0.8333,0.7029,0.8375,21.5505,0.7895,0.6723,0.8254,13.9927,-0.0439,-0.0307,-0.0121,-7.5578,loss_familiarity,1,hosted
79,22,0.1111,0.654,0.8056,19.6969,0.1053,0.6308,0.7376,10.2239,-0.0058,-0.0232,-0.068,-9.473,loss_familiarity,1,hosted
85,22,0.7778,0.6488,0.8342,12.6605,0.7895,0.6184,0.8644,18.5902,0.0117,-0.0304,0.0301,5.9298,gain_familiarity,1,hosted
0,23,0.7895,0.6505,0.8671,17.3433,0.7895,0.6467,0.8616,20.7284,0.0,-0.0038,-0.0055,3.3851,gain_familiarity,1,hosted
12,23,0.9474,0.6547,0.8461,22.1144,0.9474,0.6656,0.8379,15.6364,0.0,0.011,-0.0082,-6.4779,loss_familiarity,1,hosted
23,23,0.8947,0.6566,0.8486,13.5369,0.8947,0.6722,0.8519,15.7427,0.0,0.0156,0.0033,2.2058,gain_familiarity,1,hosted
24,23,1.0,0.6112,0.8477,16.9765,1.0,0.6694,0.88,17.2172,0.0,0.0582,0.0323,0.2407,,0,hosted
28,23,0.7368,0.6533,0.8523,22.7607,0.7895,0.6938,0.866,24.1952,0.0526,0.0404,0.0137,1.4345,,0,hosted
29,23,0.7895,0.6275,0.8092,13.7147,0.8421,0.6409,0.8206,6.7655,0.0526,0.0134,0.0114,-6.9491,loss_familiarity,1,hosted
30,23,1.0,0.6455,0.8317,16.4878,1.0,0.6227,0.8739,12.5849,0.0,-0.0229,0.0422,-3.9028,loss_familiarity,1,hosted
35,23,0.8421,0.7157,0.8571,22.7638,0.8421,0.6595,0.8562,23.118,0.0,-0.0562,-0.0009,0.3542,,0,hosted
47,23,0.6842,0.6916,0.8186,12.6183,0.7368,0.714,0.8443,10.4308,0.0526,0.0224,0.0256,-2.1874,loss_familiarity,1,hosted
59,23,0.7368,0.7068,0.8094,16.2115,0.7368,0.6791,0.849,17.7814,0.0,-0.0277,0.0396,1.5699,,0,hosted
75,23,0.7895,0.6723,0.8254,13.9927,0.8421,0.691,0.8576,8.8456,0.0526,0.0187,0.0322,-5.1471,loss_familiarity,1,hosted
85,23,0.7895,0.6184,0.8644,18.5902,0.7895,0.6535,0.8767,20.3327,0.0,0.0352,0.0123,1.7424,,0,hosted
87,23,0.4737,0.6798,0.8718,18.3684,0.5789,0.6071,0.8324,17.3914,0.1053,-0.0727,-0.0394,-0.9769,gain_social,1,hosted
0,24,0.7895,0.6467,0.8616,20.7284,0.7895,0.6443,0.8553,22.852,0.0,-0.0024,-0.0063,2.1236,gain_familiarity,1,hosted
12,24,0.9474,0.6656,0.8379,15.6364,0.9474,0.6716,0.8417,16.8559,0.0,0.006,0.0038,1.2194,,0,hosted
23,24,0.8947,0.6722,0.8519,15.7427,0.8947,0.6899,0.8532,11.9219,0.0,0.0177,0.0014,-3.8208,loss_familiarity,1,hosted
24,24,1.0,0.6694,0.88,17.2172,1.0,0.7075,0.8432,21.1561,0.0,0.0381,-0.0368,3.9389,gain_familiarity,1,hosted
28,24,0.7895,0.6938,0.866,24.1952,0.7895,0.6807,0.8491,22.7408,0.0,-0.013,-0.0169,-1.4544,,0,hosted
29,24,0.8421,0.6409,0.8206,6.7655,0.8421,0.6267,0.8312,10.2985,0.0,-0.0142,0.0106,3.533,gain_familiarity,1,hosted
