cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
1,21,0.2632,0.7432,0.8547,14.7206,0.2917,0.7165,0.8188,9.6719,0.0285,-0.0267,-0.0358,-5.0487,loss_familiarity,1,hosted
8,21,0.1053,0.6794,0.8678,4.0603,0.25,0.6985,0.8203,13.0384,0.1447,0.0191,-0.0475,8.9781,gain_social|gain_familiarity,2,hosted
17,21,0.0,0.6042,0.7794,0.0,0.0833,0.6627,0.7453,10.2579,0.0833,0.0586,-0.0341,10.2579,gain_familiarity,1,hosted
23,21,0.9474,0.5992,0.8731,13.3571,0.875,0.7045,0.8668,10.6503,-0.0724,0.1053,-0.0063,-2.7068,gain_stability|loss_familiarity,2,hosted
47,21,1.0,0.6848,0.9055,13.1427,1.0,0.6858,0.8457,17.4276,0.0,0.0011,-0.0598,4.2848,gain_familiarity,1,hosted
51,21,0.1579,0.6445,0.878,11.0213,0.1667,0.6244,0.7286,10.6455,0.0088,-0.0201,-0.1493,-0.3758,loss_spread,1,hosted
52,21,0.0526,0.6399,0.8525,23.4973,0.375,0.7417,0.8269,20.6376,0.3224,0.1018,-0.0256,-2.8597,gain_social|gain_stability|loss_familiarity,3,hosted
56,21,0.0526,0.642,0.8606,24.9019,0.0417,0.6688,0.7378,35.595,-0.011,0.0268,-0.1229,10.6932,loss_spread|gain_familiarity,2,hosted
60,21,0.0526,0.6727,0.8764,24.5722,0.125,0.6702,0.7913,23.9911,0.0724,-0.0025,-0.0851,-0.5811,,0,hosted
68,21,0.0526,0.6779,0.8553,20.8155,0.0417,0.6474,0.7534,7.6499,-0.011,-0.0305,-0.1018,-13.1656,loss_spread|loss_familiarity,2,hosted
70,21,0.3158,0.6299,0.8958,14.3825,0.7083,0.7002,0.8318,11.786,0.3925,0.0702,-0.064,-2.5965,gain_social|loss_familiarity,2,hosted
72,21,0.0,0.6814,0.8361,0.0,0.0417,0.6868,0.7985,14.2264,0.0417,0.0054,-0.0375,14.2264,gain_familiarity,1,hosted
74,21,0.2105,0.6438,0.8465,16.3541,0.625,0.6949,0.8464,13.6333,0.4145,0.0511,-0.0001,-2.7208,gain_social|loss_familiarity,2,hosted
75,21,0.7368,0.622,0.8989,13.8573,0.75,0.6259,0.8696,18.2676,0.0132,0.0039,-0.0294,4.4103,gain_familiarity,1,hosted
76,21,0.3158,0.6743,0.8733,15.7177,0.4583,0.7027,0.8332,6.3955,0.1425,0.0283,-0.0401,-9.3222,gain_social|loss_familiarity,2,hosted
79,21,0.3158,0.7081,0.8651,19.5426,0.3333,0.6831,0.8137,8.1447,0.0175,-0.0251,-0.0514,-11.3978,loss_familiarity,1,hosted
82,21,0.7368,0.6193,0.8917,11.9758,0.9167,0.6958,0.8454,10.3978,0.1798,0.0765,-0.0463,-1.578,gain_social,1,hosted
86,21,0.0526,0.6477,0.8136,31.0276,0.0833,0.681,0.6865,11.7152,0.0307,0.0333,-0.1271,-19.3124,loss_spread|loss_familiarity,2,hosted
87,21,0.0526,0.6847,0.8569,16.9889,0.0833,0.6139,0.657,13.4546,0.0307,-0.0708,-0.1999,-3.5343,loss_spread|loss_familiarity,2,hosted
