seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
18,1,0,0,897,0,0,853,659,18.5061,1.5846,0.9314,0.9331,0.9041,0.9162,2639,A,B,A,B,0,0,0,0
18,2,0,0,249,0,0,222,654,18.124,1.5821,0.9053,0.9624,0.9319,0.9452,729,A,B,A,B,1,1,0,0
18,3,0,0,40,0,0,44,704,19.0926,1.5823,0.6343,0.99,0.9745,0.7088,122,A,B,A,B,4,0,0,0
18,4,0,0,18,0,0,16,647,18.32,1.556,0.0,0.9799,0.8813,0.8113,45,A,B,A,B,4,0,0,0
18,5,0,0,13,0,0,10,663,18.7891,1.5671,0.469,0.7219,0.9911,0.8113,32,A,B,A,B,4,0,0,0
18,6,1,2,13,0,0,6,696,18.4647,1.5099,0.8454,0.8113,0.8631,0.971,27,A,B,A,B,4,0,0,0
18,7,0,0,11,0,0,7,704,19.4993,1.5343,0.5917,0.971,0.8631,0.7219,24,A,B,A,B,4,0,0,0
18,8,1,2,12,0,0,8,719,21.263,1.5448,0.5436,0.9544,0.8631,0.8113,27,A,B,A,B,4,0,0,0
18,9,0,0,5,0,0,9,652,18.6999,1.5243,0.8113,0.7219,1.0,0.0,19,A,B,A,B,4,0,0,0
18,10,0,0,9,0,0,7,690,19.0278,1.5743,1.0,0.7219,0.7642,0.971,23,A,B,A,B,4,0,0,0
18,11,0,0,10,0,0,6,644,16.772,1.5407,1.0,0.9852,0.9457,0.9183,27,A,B,A,B,4,0,0,0
18,12,0,0,7,0,0,4,632,16.9821,1.5129,0.9852,1.0,0.971,1.0,20,A,B,A,B,4,0,0,0
18,13,0,0,6,0,0,7,619,16.4215,1.5751,0.8631,0.9852,0.9183,0.0,21,A,B,A,B,4,0,0,0
18,14,0,0,15,0,0,11,666,18.054,1.5525,0.5436,0.9183,0.9183,0.7642,35,A,B,A,B,4,0,0,0
18,15,0,0,10,0,0,9,650,17.2734,1.5832,0.8631,0.8631,0.9544,0.9852,29,A,B,A,B,4,0,0,0
18,16,0,0,10,0,0,14,607,17.1183,1.5292,0.5436,0.8813,0.0,0.8813,31,A,B,A,B,4,0,0,0
18,17,0,0,11,0,0,17,686,18.7629,1.5522,0.5436,0.7793,0.9852,0.9457,39,A,B,A,B,4,0,0,0
18,18,0,0,16,0,0,10,658,17.2082,1.531,0.9852,0.9544,0.9612,0.994,46,A,B,A,B,4,0,0,0
18,19,0,0,15,0,0,12,640,18.0247,1.5598,0.9544,0.8454,1.0,0.9911,46,A,B,A,B,4,0,0,0
18,20,0,0,14,0,0,10,686,19.5067,1.558,0.9544,0.9183,0.0,0.9852,33,A,B,A,B,4,0,0,0
18,21,1,2,21,0,0,13,676,18.5948,1.5581,0.971,0.7219,0.8113,1.0,52,A,B,A,B,4,0,0,0
18,22,0,0,26,0,0,11,652,17.6776,1.5048,0.9774,0.8631,0.8454,0.994,57,A,B,A,B,0,1,0,0
18,23,0,0,26,1,2,13,680,19.6799,1.5309,0.971,0.65,0.8813,0.9612,59,A,B,A,B,3,1,0,0
18,24,0,0,16,0,0,16,685,19.0948,1.585,0.7793,0.9183,0.994,0.9183,48,A,B,A,B,4,0,0,0
18,25,0,0,9,0,0,8,668,18.1949,1.5524,0.9799,0.8113,0.9183,0.9544,30,A,B,A,B,3,1,0,0
