seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
1,1,0,0,962,0,0,856,717,20.6207,1.5832,0.9145,0.9204,0.887,0.9291,2706,A,B,A,B,0,0,0,0
1,2,0,0,307,0,0,290,689,18.9149,1.5831,0.8978,0.9118,0.9167,0.8479,868,A,B,A,B,0,1,0,0
1,3,0,0,40,0,0,42,706,19.3715,1.5846,0.9834,0.9576,0.8813,0.8113,124,A,B,A,B,0,1,0,0
1,4,0,0,17,0,0,11,673,18.5993,1.5613,0.9403,0.9911,0.5033,0.9183,41,A,B,A,B,3,1,0,0
1,5,0,0,10,0,0,4,693,19.2882,1.491,0.7642,0.8113,0.971,0.7219,23,A,B,A,neutral,4,1,0,0
1,6,0,0,13,0,0,16,660,20.0658,1.547,0.8113,0.5033,0.9457,0.7219,38,A,B,A,B,4,1,0,0
1,7,0,0,12,0,0,16,685,18.5456,1.4056,0.7642,0.5033,0.65,0.0,32,A,B,A,B,3,1,0,0
1,8,0,0,14,0,0,10,686,18.4741,1.558,0.469,0.9183,0.9544,0.9183,33,A,B,A,B,4,1,0,0
1,9,0,0,10,0,0,15,681,20.1154,1.5346,0.971,0.5033,0.9183,0.5436,33,A,B,A,B,4,1,0,0
1,10,1,2,16,0,0,21,664,19.2208,1.5761,1.0,0.5436,0.9403,0.9799,56,A,B,A,B,1,1,0,0
1,11,0,0,9,0,0,12,671,18.8634,1.546,0.9852,0.7642,1.0,0.9911,37,A,B,A,B,4,1,0,0
1,12,0,0,7,0,0,12,673,18.1056,1.5502,0.9183,0.8631,1.0,0.7642,28,A,B,A,B,4,1,0,0
1,13,0,0,9,0,0,9,686,18.3542,1.5828,0.971,0.8113,0.65,0.0,26,A,B,A,B,4,1,0,0
1,14,0,0,7,0,0,8,660,18.8706,1.5751,0.9852,0.8113,0.0,0.65,21,A,B,A,B,4,1,0,0
1,15,0,0,11,0,0,9,649,18.0276,1.5801,0.994,0.9544,0.0,0.9183,30,A,B,A,B,4,1,0,0
1,16,1,2,12,0,0,14,677,20.5557,1.5715,0.9457,0.9957,0.0,0.0,36,A,B,A,B,4,0,0,0
1,17,0,0,9,0,0,9,697,18.7162,1.585,0.7219,0.9183,0.8631,0.0,27,A,B,A,B,4,0,0,0
1,18,0,0,12,0,0,8,689,18.4202,1.5656,0.8813,0.8113,0.9911,0.8631,30,A,B,A,B,4,0,0,0
1,19,0,0,8,0,0,10,662,18.4691,1.5774,0.9852,0.0,0.9911,0.9183,28,A,B,A,B,4,0,0,0
1,20,0,0,10,0,0,11,672,18.696,1.5126,0.7642,0.7642,0.8113,0.0,26,A,B,A,B,4,0,0,0
1,21,0,0,17,0,0,10,686,19.3309,1.5245,0.9612,0.9183,0.469,0.7219,36,A,B,A,B,4,0,0,0
1,22,0,0,11,0,0,9,654,17.6496,1.5801,1.0,0.971,0.5917,0.8113,30,A,B,A,B,3,1,0,0
1,23,0,0,8,0,0,9,669,17.6051,1.579,1.0,0.5917,0.9911,0.971,27,A,B,A,B,4,0,0,0
1,24,0,0,6,0,0,14,688,20.8166,1.5058,0.971,0.8366,0.9852,0.0,30,A,B,A,B,4,0,0,0
1,25,1,2,10,0,0,16,719,20.205,1.5589,1.0,0.7793,0.9957,0.0,40,A,B,A,B,4,0,0,0
