seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
20,1,0,2141,59.06,1.5847,6,0,1.0,1,0,0,1.3333,0,0,0,A,B,A,B,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0
20,2,0,2115,57.8763,1.5831,6,0,1.0,1,0,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20,3,0,2063,58.088,1.5542,5,0,1.0,1,0,1,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0
20,4,0,2054,57.6747,1.4193,8,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,3,0,0,2,0,0,2,0,0,2,0,0,1,0,0
20,5,0,1997,54.7089,1.5774,0,0,0,0,4,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,0,1980,54.5677,1.5448,5,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,7,0,2044,58.082,1.4284,7,0,1.0,1,4,1,0.0,0,0,0,C,B,A,B,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
20,8,0,2011,55.1355,1.4772,3,0,1.0,1,4,0,2.0,0,0,0,C,C,A,C,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20,9,0,2046,58.7655,1.4816,8,0,1.0,1,4,0,0.0,0,0,0,C,C,A,B,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0
20,10,0,2068,56.6832,1.546,8,0,1.0,1,3,1,2.0,0,0,0,A,B,C,B,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
20,11,0,2034,55.3689,1.585,4,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
20,12,0,2057,55.6447,1.5789,2,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,13,0,2073,55.9078,1.5788,0,0,0,0,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14,0,2112,58.2157,1.5752,6,0,1.0,1,1,1,0.8165,1,0,0,A,B,A,B,2,1,0,2,1,0,2,1,0,1,0,0,1,0,0
20,15,0,2101,60.0333,1.5736,7,0,1.0,1,3,1,2.0,0,0,0,A,B,A,B,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0
20,16,0,1982,56.7784,1.5488,7,0,1.0,1,3,1,1.2247,0,0,0,C,B,C,B,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
20,17,0,2013,54.9116,1.497,4,0,1.0,1,4,1,0.0,0,0,0,C,C,C,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
20,18,0,2084,59.5753,1.4591,8,0,1.0,1,4,1,0.0,0,0,0,C,B,A,C,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0
20,19,0,1989,56.5131,1.5653,6,0,1.0,1,1,1,0.0,0,0,0,A,B,A,C,3,0,0,2,0,0,2,0,0,2,0,0,2,0,0
20,20,0,2003,57.5793,1.5306,4,0,1.0,1,3,1,0.0,0,0,0,C,B,A,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20,21,0,2034,56.3639,1.5436,3,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22,0,2050,58.4207,1.5836,4,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
20,23,0,2079,54.7381,1.4615,1,0,1.0,1,3,1,2.0,0,0,0,C,B,A,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,0,2065,56.3142,1.5382,2,0,1.0,1,4,1,0.0,0,0,0,C,B,A,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,25,0,2033,55.3513,1.5157,5,0,1.0,1,4,1,0.0,0,0,0,A,B,C,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
