seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
16,1,0,2114,62.2819,1.5839,17,0,1.0,1,0,0,1.2247,0,0,0,A,B,A,B,6,2,1,5,2,0,2,0,0,2,0,0,1,0,0
16,2,0,2011,55.8433,1.5839,6,0,1.0,1,0,1,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0
16,3,0,2002,54.3989,1.5839,2,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,0,2053,57.8575,1.585,5,0,1.0,1,4,1,0.0,0,0,0,C,B,A,B,2,0,1,2,0,1,1,0,0,1,0,0,1,0,0
16,5,0,2053,57.9847,1.5487,3,0,1.0,1,4,1,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0
16,6,0,2008,56.2224,1.4926,6,0,1.0,1,4,1,0.0,0,0,0,C,C,A,B,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0
16,7,0,2071,56.981,1.571,2,0,1.0,1,4,0,0.0,0,0,0,A,C,A,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
16,8,0,2051,54.737,1.5544,1,0,1.0,1,3,1,0.0,0,0,0,A,C,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9,0,1989,55.352,1.5179,2,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,10,0,2017,56.588,1.5632,4,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16,11,0,2068,57.9136,1.5653,4,0,1.0,1,3,1,0.0,0,0,0,A,B,A,C,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
16,12,0,2115,60.2213,1.5794,7,0,1.0,1,1,1,0.8165,0,1,0,A,B,A,B,3,1,0,3,1,0,2,1,0,1,0,0,1,0,0
16,13,0,2045,59.1282,1.5796,6,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1
16,14,0,2042,54.9172,1.5647,1,0,1.0,1,3,1,0.0,0,0,0,A,C,A,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,15,0,2047,56.1573,1.5502,1,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,0,2000,54.6595,1.5831,1,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,0,1999,57.8079,1.5841,10,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,4,0,0,3,0,0,2,0,0,2,0,0,2,0,0
16,18,0,2097,57.9296,1.5808,6,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
16,19,0,2043,55.7126,1.5346,4,0,1.0,1,3,1,2.0,0,0,0,A,B,C,C,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16,20,0,2040,57.3576,1.5816,5,0,1.0,1,1,1,0.0,0,0,1,C,B,A,B,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
16,21,0,1991,58.7297,1.5807,11,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,4,0,1,4,0,1,4,0,1,3,0,1,2,0,1
16,22,0,2086,58.8119,1.5797,3,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16,23,0,2077,59.1311,1.5647,5,0,1.0,1,0,1,0.0,0,0,0,C,B,A,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16,24,0,2046,53.9254,1.569,1,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,0,2120,57.0566,1.5448,0,0,0,0,4,0,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
