seed,win,tri,bnd_links,bnd_w,ent,n_br,persist_br,br_life,br_max,gk,div,svi,A_isl,B_isl,C_isl,r0_c,r1_c,r2_c,r3_c,isl_0.10,cisl_0.10,mix_0.10,isl_0.15,cisl_0.15,mix_0.15,isl_0.20,cisl_0.20,mix_0.20,isl_0.25,cisl_0.25,mix_0.25,isl_0.30,cisl_0.30,mix_0.30
7,1,0,2187,59.606,1.5845,3,0,1.0,1,0,0,1.2247,0,0,0,A,B,A,B,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7,2,0,2055,57.2605,1.5836,1,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,0,2012,54.7156,1.581,2,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,0,2025,55.4338,1.5833,3,0,1.0,1,3,1,2.0,0,0,0,A,C,A,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1,2070,58.8989,1.553,5,0,1.0,1,3,1,2.0,0,0,0,A,B,A,B,2,1,1,1,0,1,1,0,1,1,0,1,1,0,0
7,6,0,2071,57.9221,1.5577,6,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0
7,7,0,2067,56.8338,1.5564,2,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,8,0,2059,56.647,1.5516,2,0,1.0,1,3,1,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7,9,0,2098,57.2616,1.4949,5,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,10,0,2011,57.7579,1.4531,9,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7,11,0,2075,57.7828,1.5613,5,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,3,0,0,3,0,0,3,0,0,1,0,0,0,0,0
7,12,0,1985,57.2196,1.5488,7,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7,13,0,2108,58.4144,1.5656,5,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,14,0,2049,57.1711,1.579,5,0,1.0,1,4,0,2.0,0,0,0,C,B,A,B,3,1,0,2,0,0,2,0,0,1,0,0,1,0,0
7,15,0,2083,58.3116,1.4158,1,0,1.0,1,3,1,0.0,0,0,0,C,C,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,0,1989,53.714,1.5494,2,0,1.0,1,3,1,0.0,0,0,0,A,C,A,B,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7,17,0,2007,55.4673,1.5627,1,0,1.0,1,4,0,2.0,0,0,0,A,B,A,B,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,0,2018,56.1294,1.571,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7,19,0,2058,56.0624,1.5292,0,0,0,0,4,0,0.0,0,0,0,C,B,C,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,0,1915,53.6222,1.5589,3,0,1.0,1,4,0,0.0,0,0,0,A,B,A,B,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7,21,0,2070,57.8483,1.5677,4,0,1.0,1,1,1,0.8944,0,1,0,C,B,A,C,2,2,0,2,2,0,2,1,0,0,0,0,0,0,0
7,22,0,2051,60.5698,1.534,15,0,1.0,1,3,1,0.8165,1,0,0,A,B,A,B,5,1,1,5,1,1,4,1,0,2,0,0,1,0,0
7,23,0,2109,56.2225,1.5157,1,0,1.0,1,4,0,2.0,0,0,0,A,B,A,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,1,2153,62.0903,1.5833,6,0,1.0,1,1,1,0.0,0,0,0,A,B,A,B,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
7,25,0,2041,58.0176,1.544,10,0,1.0,1,4,0,0.3499,0,1,0,A,B,A,B,5,2,0,5,2,0,4,1,0,4,1,0,1,1,0
